date,crop_year,commod_sub,round,place,production,percent,commod_gr,commod
1989-01-31,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,162696.0,8.11,พืชไร่,สับปะรดโรงงาน
1989-02-28,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,253836.0,12.66,พืชไร่,สับปะรดโรงงาน
1989-03-31,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,272109.0,13.57,พืชไร่,สับปะรดโรงงาน
1989-04-30,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,292343.0,14.58,พืชไร่,สับปะรดโรงงาน
1989-05-31,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,235715.0,11.75,พืชไร่,สับปะรดโรงงาน
1989-06-30,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,140789.0,7.02,พืชไร่,สับปะรดโรงงาน
1989-06-30,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,9664.0,0.22,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1989-07-31,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,101022.0,5.04,พืชไร่,สับปะรดโรงงาน
1989-07-31,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,193713.0,4.41,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1989-08-31,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,100242.0,5.0,พืชไร่,สับปะรดโรงงาน
1989-08-31,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1284389.0,29.24,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1989-09-30,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,134414.0,6.7,พืชไร่,สับปะรดโรงงาน
1989-09-30,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,2080765.0,47.37,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1989-10-31,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,97675.0,4.87,พืชไร่,สับปะรดโรงงาน
1989-10-31,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,285518.0,6.5,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1989-11-30,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,158612.0,7.91,พืชไร่,สับปะรดโรงงาน
1989-11-30,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,88291.0,2.01,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1989-11-30,2532/33,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1989-12-31,2531/32,สับปะรดโรงงาน,ทั้งปี,ประเทศ,55937.0,2.79,พืชไร่,สับปะรดโรงงาน
1989-12-31,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,269704.0,6.14,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1989-12-31,2532/33,กระเทียม,ทั้งปี,ประเทศ,1952.74,1.76,พืชผัก,กระเทียม
1990-01-31,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,161647.0,3.68,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-01-31,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,141319.0,7.58,พืชไร่,สับปะรดโรงงาน
1990-01-31,2532/33,กระเทียม,ทั้งปี,ประเทศ,3539.34,3.19,พืชผัก,กระเทียม
1990-02-28,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,13178.0,0.3,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-02-28,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,242869.0,13.02,พืชไร่,สับปะรดโรงงาน
1990-02-28,2532/33,กระเทียม,ทั้งปี,ประเทศ,16132.28,14.54,พืชผัก,กระเทียม
1990-03-31,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,5710.0,0.13,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-03-31,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,216877.0,11.63,พืชไร่,สับปะรดโรงงาน
1990-03-31,2532/33,กระเทียม,ทั้งปี,ประเทศ,76423.05,68.88,พืชผัก,กระเทียม
1990-04-30,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-04-30,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,155491.0,8.34,พืชไร่,สับปะรดโรงงาน
1990-04-30,2532/33,กระเทียม,ทั้งปี,ประเทศ,12903.6,11.63,พืชผัก,กระเทียม
1990-05-31,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-05-31,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,187154.0,10.03,พืชไร่,สับปะรดโรงงาน
1990-05-31,2532/33,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1990-05-31,2533/34,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
1990-06-30,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-06-30,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,188754.0,10.12,พืชไร่,สับปะรดโรงงาน
1990-06-30,2532/33,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1990-06-30,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,8561.0,0.23,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-06-30,2533/34,หอมแดง,ทั้งปี,ประเทศ,86.15,0.06,พืชผัก,หอมแดง
1990-07-31,2532/33,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-07-31,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,87163.0,4.67,พืชไร่,สับปะรดโรงงาน
1990-07-31,2533/34,ข้าวนาปี,นาปี,ประเทศ,0.0,0.0,พืชไร่,ข้าว
1990-07-31,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,234131.0,6.29,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-07-31,2533/34,หอมแดง,ทั้งปี,ประเทศ,4939.32,3.44,พืชผัก,หอมแดง
1990-08-31,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,99115.0,5.31,พืชไร่,สับปะรดโรงงาน
1990-08-31,2533/34,ข้าวนาปี,นาปี,ประเทศ,117729.0,0.79,พืชไร่,ข้าว
1990-08-31,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,872871.0,23.45,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-08-31,2533/34,หอมแดง,ทั้งปี,ประเทศ,2713.76,1.89,พืชผัก,หอมแดง
1990-09-30,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,200242.0,10.74,พืชไร่,สับปะรดโรงงาน
1990-09-30,2533/34,ข้าวนาปี,นาปี,ประเทศ,274205.0,1.84,พืชไร่,ข้าว
1990-09-30,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1516450.0,40.74,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-09-30,2533/34,หอมแดง,ทั้งปี,ประเทศ,20604.45,14.35,พืชผัก,หอมแดง
1990-09-30,2533/34,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
1990-10-31,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,120745.0,6.47,พืชไร่,สับปะรดโรงงาน
1990-10-31,2533/34,ข้าวนาปี,นาปี,ประเทศ,551390.0,3.7,พืชไร่,ข้าว
1990-10-31,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,463050.0,12.44,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-10-31,2533/34,หอมแดง,ทั้งปี,ประเทศ,5125.98,3.57,พืชผัก,หอมแดง
1990-10-31,2533/34,หอมหัวใหญ่,ทั้งปี,ประเทศ,698.64,1.4,พืชผัก,หอมหัวใหญ่
1990-11-30,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,156560.0,8.39,พืชไร่,สับปะรดโรงงาน
1990-11-30,2533/34,ข้าวนาปี,นาปี,ประเทศ,5579467.0,37.44,พืชไร่,ข้าว
1990-11-30,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,134002.0,3.6,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-11-30,2533/34,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1990-11-30,2533/34,หอมแดง,ทั้งปี,ประเทศ,1679.94,1.17,พืชผัก,หอมแดง
1990-11-30,2533/34,หอมหัวใหญ่,ทั้งปี,ประเทศ,623.79,1.25,พืชผัก,หอมหัวใหญ่
1990-12-31,2532/33,สับปะรดโรงงาน,ทั้งปี,ประเทศ,69001.0,3.7,พืชไร่,สับปะรดโรงงาน
1990-12-31,2533/34,ข้าวนาปี,นาปี,ประเทศ,5768728.0,38.71,พืชไร่,ข้าว
1990-12-31,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,193558.0,5.2,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1990-12-31,2533/34,กระเทียม,ทั้งปี,ประเทศ,718.25,0.69,พืชผัก,กระเทียม
1990-12-31,2533/34,หอมแดง,ทั้งปี,ประเทศ,933.3,0.65,พืชผัก,หอมแดง
1990-12-31,2533/34,หอมหัวใหญ่,ทั้งปี,ประเทศ,2235.65,4.48,พืชผัก,หอมหัวใหญ่
1991-01-31,2533/34,ข้าวนาปี,นาปี,ประเทศ,1667581.0,11.19,พืชไร่,ข้าว
1991-01-31,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,286987.0,7.71,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-01-31,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,250604.0,12.98,พืชไร่,สับปะรดโรงงาน
1991-01-31,2533/34,กระเทียม,ทั้งปี,ประเทศ,6422.6,6.17,พืชผัก,กระเทียม
1991-01-31,2533/34,หอมแดง,ทั้งปี,ประเทศ,37992.59,26.46,พืชผัก,หอมแดง
1991-01-31,2533/34,หอมหัวใหญ่,ทั้งปี,ประเทศ,3208.76,6.43,พืชผัก,หอมหัวใหญ่
1991-02-28,2533/34,ข้าวนาปี,นาปี,ประเทศ,460485.0,3.09,พืชไร่,ข้าว
1991-02-28,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,11911.0,0.32,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-02-28,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,165460.0,8.57,พืชไร่,สับปะรดโรงงาน
1991-02-28,2533/34,กระเทียม,ทั้งปี,ประเทศ,39691.04,38.13,พืชผัก,กระเทียม
1991-02-28,2533/34,หอมแดง,ทั้งปี,ประเทศ,35465.5,24.7,พืชผัก,หอมแดง
1991-02-28,2533/34,หอมหัวใหญ่,ทั้งปี,ประเทศ,1546.99,3.1,พืชผัก,หอมหัวใหญ่
1991-03-31,2533/34,ข้าวนาปี,นาปี,ประเทศ,402365.0,2.7,พืชไร่,ข้าว
1991-03-31,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,745.0,0.02,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-03-31,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,125688.0,6.51,พืชไร่,สับปะรดโรงงาน
1991-03-31,2533/34,กระเทียม,ทั้งปี,ประเทศ,31915.22,30.66,พืชผัก,กระเทียม
1991-03-31,2533/34,หอมแดง,ทั้งปี,ประเทศ,31344.61,21.83,พืชผัก,หอมแดง
1991-03-31,2533/34,หอมหัวใหญ่,ทั้งปี,ประเทศ,15145.56,30.35,พืชผัก,หอมหัวใหญ่
1991-04-30,2533/34,ข้าวนาปี,นาปี,ประเทศ,77493.0,0.52,พืชไร่,ข้าว
1991-04-30,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-04-30,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,172604.0,8.94,พืชไร่,สับปะรดโรงงาน
1991-04-30,2533/34,กระเทียม,ทั้งปี,ประเทศ,25346.89,24.35,พืชผัก,กระเทียม
1991-04-30,2533/34,หอมแดง,ทั้งปี,ประเทศ,2699.4,1.88,พืชผัก,หอมแดง
1991-04-30,2533/34,หอมหัวใหญ่,ทั้งปี,ประเทศ,22780.72,45.65,พืชผัก,หอมหัวใหญ่
1991-05-31,2533/34,ข้าวนาปี,นาปี,ประเทศ,2980.0,0.02,พืชไร่,ข้าว
1991-05-31,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-05-31,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,183995.0,9.53,พืชไร่,สับปะรดโรงงาน
1991-05-31,2533/34,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1991-05-31,2533/34,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
1991-05-31,2533/34,หอมหัวใหญ่,ทั้งปี,ประเทศ,3662.88,7.34,พืชผัก,หอมหัวใหญ่
1991-05-31,2534/35,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
1991-06-30,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-06-30,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,174341.0,9.03,พืชไร่,สับปะรดโรงงาน
1991-06-30,2533/34,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1991-06-30,2533/34,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
1991-06-30,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,759.0,0.02,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-06-30,2534/35,หอมแดง,ทั้งปี,ประเทศ,1011.98,0.67,พืชผัก,หอมแดง
1991-07-31,2533/34,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-07-31,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,128777.0,6.67,พืชไร่,สับปะรดโรงงาน
1991-07-31,2534/35,ข้าวนาปี,นาปี,ประเทศ,0.0,0.0,พืชไร่,ข้าว
1991-07-31,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,139949.0,3.69,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-07-31,2534/35,หอมแดง,ทั้งปี,ประเทศ,13548.47,8.97,พืชผัก,หอมแดง
1991-08-31,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,85916.0,4.45,พืชไร่,สับปะรดโรงงาน
1991-08-31,2534/35,ข้าวนาปี,นาปี,ประเทศ,99852.0,0.57,พืชไร่,ข้าว
1991-08-31,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1090766.0,28.76,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-08-31,2534/35,หอมแดง,ทั้งปี,ประเทศ,921.36,0.61,พืชผัก,หอมแดง
1991-09-30,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,129163.0,6.69,พืชไร่,สับปะรดโรงงาน
1991-09-30,2534/35,ข้าวนาปี,นาปี,ประเทศ,339847.0,1.94,พืชไร่,ข้าว
1991-09-30,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1806439.0,47.63,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-09-30,2534/35,หอมแดง,ทั้งปี,ประเทศ,3051.05,2.02,พืชผัก,หอมแดง
1991-09-30,2534/35,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
1991-10-31,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,184960.0,9.58,พืชไร่,สับปะรดโรงงาน
1991-10-31,2534/35,ข้าวนาปี,นาปี,ประเทศ,464224.0,2.65,พืชไร่,ข้าว
1991-10-31,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,428570.0,11.3,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-10-31,2534/35,หอมแดง,ทั้งปี,ประเทศ,7068.77,4.68,พืชผัก,หอมแดง
1991-10-31,2534/35,หอมหัวใหญ่,ทั้งปี,ประเทศ,475.47,0.65,พืชผัก,หอมหัวใหญ่
1991-11-30,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,164881.0,8.54,พืชไร่,สับปะรดโรงงาน
1991-11-30,2534/35,ข้าวนาปี,นาปี,ประเทศ,5407773.0,30.87,พืชไร่,ข้าว
1991-11-30,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,83818.0,2.21,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-11-30,2534/35,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1991-11-30,2534/35,หอมแดง,ทั้งปี,ประเทศ,2748.96,1.82,พืชผัก,หอมแดง
1991-11-30,2534/35,หอมหัวใหญ่,ทั้งปี,ประเทศ,2545.59,3.48,พืชผัก,หอมหัวใหญ่
1991-12-31,2533/34,สับปะรดโรงงาน,ทั้งปี,ประเทศ,164302.0,8.51,พืชไร่,สับปะรดโรงงาน
1991-12-31,2534/35,ข้าวนาปี,นาปี,ประเทศ,8026699.0,45.82,พืชไร่,ข้าว
1991-12-31,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,87231.0,2.3,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1991-12-31,2534/35,กระเทียม,ทั้งปี,ประเทศ,10.79,0.01,พืชผัก,กระเทียม
1991-12-31,2534/35,หอมแดง,ทั้งปี,ประเทศ,1344.27,0.89,พืชผัก,หอมแดง
1991-12-31,2534/35,หอมหัวใหญ่,ทั้งปี,ประเทศ,4791.26,6.55,พืชผัก,หอมหัวใหญ่
1992-01-31,2534/35,ข้าวนาปี,นาปี,ประเทศ,2319369.0,13.24,พืชไร่,ข้าว
1992-01-31,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,84576.0,2.23,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-01-31,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,373940.0,17.15,พืชไร่,สับปะรดโรงงาน
1992-01-31,2534/35,กระเทียม,ทั้งปี,ประเทศ,949.4,0.88,พืชผัก,กระเทียม
1992-01-31,2534/35,หอมแดง,ทั้งปี,ประเทศ,40449.05,26.78,พืชผัก,หอมแดง
1992-01-31,2534/35,หอมหัวใหญ่,ทั้งปี,ประเทศ,4081.71,5.58,พืชผัก,หอมหัวใหญ่
1992-02-29,2534/35,ข้าวนาปี,นาปี,ประเทศ,448458.0,2.56,พืชไร่,ข้าว
1992-02-29,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,54994.0,1.45,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-02-29,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,151538.0,6.95,พืชไร่,สับปะรดโรงงาน
1992-02-29,2534/35,กระเทียม,ทั้งปี,ประเทศ,27996.42,25.95,พืชผัก,กระเทียม
1992-02-29,2534/35,หอมแดง,ทั้งปี,ประเทศ,20632.34,13.66,พืชผัก,หอมแดง
1992-02-29,2534/35,หอมหัวใหญ่,ทั้งปี,ประเทศ,1814.1,2.48,พืชผัก,หอมหัวใหญ่
1992-03-31,2534/35,ข้าวนาปี,นาปี,ประเทศ,381890.0,2.18,พืชไร่,ข้าว
1992-03-31,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,15550.0,0.41,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-03-31,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,307001.0,14.08,พืชไร่,สับปะรดโรงงาน
1992-03-31,2534/35,กระเทียม,ทั้งปี,ประเทศ,61430.29,56.94,พืชผัก,กระเทียม
1992-03-31,2534/35,หอมแดง,ทั้งปี,ประเทศ,52668.35,34.87,พืชผัก,หอมแดง
1992-03-31,2534/35,หอมหัวใหญ่,ทั้งปี,ประเทศ,20225.7,27.65,พืชผัก,หอมหัวใหญ่
1992-04-30,2534/35,ข้าวนาปี,นาปี,ประเทศ,29780.0,0.17,พืชไร่,ข้าว
1992-04-30,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-04-30,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,369143.0,16.93,พืชไร่,สับปะรดโรงงาน
1992-04-30,2534/35,กระเทียม,ทั้งปี,ประเทศ,17499.11,16.22,พืชผัก,กระเทียม
1992-04-30,2534/35,หอมแดง,ทั้งปี,ประเทศ,7008.35,4.64,พืชผัก,หอมแดง
1992-04-30,2534/35,หอมหัวใหญ่,ทั้งปี,ประเทศ,33933.82,46.39,พืชผัก,หอมหัวใหญ่
1992-05-31,2534/35,ข้าวนาปี,นาปี,ประเทศ,0.0,0.0,พืชไร่,ข้าว
1992-05-31,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-05-31,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,176177.0,8.08,พืชไร่,สับปะรดโรงงาน
1992-05-31,2534/35,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1992-05-31,2534/35,หอมแดง,ทั้งปี,ประเทศ,589.06,0.39,พืชผัก,หอมแดง
1992-05-31,2534/35,หอมหัวใหญ่,ทั้งปี,ประเทศ,5281.36,7.22,พืชผัก,หอมหัวใหญ่
1992-05-31,2535/36,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
1992-06-30,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-06-30,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,153064.0,7.02,พืชไร่,สับปะรดโรงงาน
1992-06-30,2534/35,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1992-06-30,2534/35,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
1992-06-30,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,2938.0,0.08,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-06-30,2535/36,หอมแดง,ทั้งปี,ประเทศ,62.4,0.04,พืชผัก,หอมแดง
1992-07-31,2534/35,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-07-31,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,65194.0,2.99,พืชไร่,สับปะรดโรงงาน
1992-07-31,2535/36,ข้าวนาปี,นาปี,ประเทศ,0.0,0.0,พืชไร่,ข้าว
1992-07-31,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,44064.0,1.2,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-07-31,2535/36,หอมแดง,ทั้งปี,ประเทศ,17518.8,11.23,พืชผัก,หอมแดง
1992-08-31,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,79367.0,3.64,พืชไร่,สับปะรดโรงงาน
1992-08-31,2535/36,ข้าวนาปี,นาปี,ประเทศ,324343.0,1.87,พืชไร่,ข้าว
1992-08-31,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,168913.0,4.6,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-08-31,2535/36,หอมแดง,ทั้งปี,ประเทศ,3822.0,2.45,พืชผัก,หอมแดง
1992-09-30,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,147832.0,6.78,พืชไร่,สับปะรดโรงงาน
1992-09-30,2535/36,ข้าวนาปี,นาปี,ประเทศ,405064.0,2.34,พืชไร่,ข้าว
1992-09-30,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1439801.0,39.21,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-09-30,2535/36,หอมแดง,ทั้งปี,ประเทศ,7675.2,4.92,พืชผัก,หอมแดง
1992-09-30,2535/36,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
1992-10-31,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,106186.0,4.87,พืชไร่,สับปะรดโรงงาน
1992-10-31,2535/36,ข้าวนาปี,นาปี,ประเทศ,445026.0,2.57,พืชไร่,ข้าว
1992-10-31,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1399775.0,38.12,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-10-31,2535/36,หอมแดง,ทั้งปี,ประเทศ,1762.8,1.13,พืชผัก,หอมแดง
1992-10-31,2535/36,หอมหัวใหญ่,ทั้งปี,ประเทศ,200.7,0.38,พืชผัก,หอมหัวใหญ่
1992-11-30,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,161350.0,7.4,พืชไร่,สับปะรดโรงงาน
1992-11-30,2535/36,ข้าวนาปี,นาปี,ประเทศ,5981728.0,34.57,พืชไร่,ข้าว
1992-11-30,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,100613.0,2.74,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-11-30,2535/36,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1992-11-30,2535/36,หอมแดง,ทั้งปี,ประเทศ,873.6,0.56,พืชผัก,หอมแดง
1992-11-30,2535/36,หอมหัวใหญ่,ทั้งปี,ประเทศ,797.51,1.51,พืชผัก,หอมหัวใหญ่
1992-12-31,2534/35,สับปะรดโรงงาน,ทั้งปี,ประเทศ,89615.0,4.11,พืชไร่,สับปะรดโรงงาน
1992-12-31,2535/36,ข้าวนาปี,นาปี,ประเทศ,8234452.0,47.59,พืชไร่,ข้าว
1992-12-31,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,267323.0,7.28,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1992-12-31,2535/36,กระเทียม,ทั้งปี,ประเทศ,855.26,0.74,พืชผัก,กระเทียม
1992-12-31,2535/36,หอมแดง,ทั้งปี,ประเทศ,15366.0,9.85,พืชผัก,หอมแดง
