date,crop_year,commod_sub,round,place,production,percent,commod_gr,commod
2006-09-30,2548/49,ลองกอง,ทั้งปี,ประเทศ,43106.0,33.22,ไม้ผล,ลองกอง
2006-09-30,2548/49,เงาะ,ทั้งปี,ประเทศ,22420.0,5.14,ไม้ผล,เงาะ
2006-09-30,2548/49,สุกร,ทั้งปี,ประเทศ,1151710.0,8.65,ปศุสัตว์,สุกร
2006-09-30,2548/49,ไก่เนื้อ,ทั้งปี,ประเทศ,72564517.0,8.54,ปศุสัตว์,ไก่เนื้อ
2006-09-30,2548/49,ไข่ไก่,ทั้งปี,ประเทศ,669059.0,7.82,ปศุสัตว์,ไข่ไก่
2006-09-30,2549/50,ข้าวนาปี,นาปี,ประเทศ,1133608.0,4.9,พืชไร่,ข้าว
2006-09-30,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1637471.0,41.79,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2006-09-30,2549/50,หอมแดง,ทั้งปี,ประเทศ,6625.0,3.17,พืชผัก,หอมแดง
2006-09-30,2549/50,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
2006-09-30,2549/50,มันฝรั่ง,ทั้งปี,ประเทศ,2330.0,1.85,พืชผัก,มันฝรั่ง
2006-10-31,2548/49,ข้าวนาปรัง,นาปรัง,ประเทศ,14707.0,0.22,พืชไร่,ข้าว
2006-10-31,2548/49,สับปะรดโรงงาน,ทั้งปี,ประเทศ,171508.0,6.34,พืชไร่,สับปะรดโรงงาน
2006-10-31,2548/49,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,629722.0,9.38,พืชยืนต้น,ปาล์มน้ำมัน
2006-10-31,2548/49,ยางพารา,ทั้งปี,ประเทศ,259526.26,8.85,พืชยืนต้น,ยางพารา
2006-10-31,2548/49,ลำไย,ทั้งปี,ประเทศ,5189.0,1.1,ไม้ผล,ลำไย
2006-10-31,2548/49,ทุเรียน,ทั้งปี,ประเทศ,13234.0,2.12,ไม้ผล,ทุเรียน
2006-10-31,2548/49,มังคุด,ทั้งปี,ประเทศ,6832.0,3.9588,ไม้ผล,มังคุด
2006-10-31,2548/49,ลองกอง,ทั้งปี,ประเทศ,6709.0,5.17,ไม้ผล,ลองกอง
2006-10-31,2548/49,เงาะ,ทั้งปี,ประเทศ,4231.0,0.97,ไม้ผล,เงาะ
2006-10-31,2548/49,สุกร,ทั้งปี,ประเทศ,1163693.0,8.74,ปศุสัตว์,สุกร
2006-10-31,2548/49,ไก่เนื้อ,ทั้งปี,ประเทศ,71980711.0,8.47,ปศุสัตว์,ไก่เนื้อ
2006-10-31,2548/49,ไข่ไก่,ทั้งปี,ประเทศ,716547.0,8.38,ปศุสัตว์,ไข่ไก่
2006-10-31,2549/50,ข้าวนาปี,นาปี,ประเทศ,2116505.0,9.16,พืชไร่,ข้าว
2006-10-31,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,578346.0,14.76,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2006-10-31,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,1826546.0,6.79,พืชไร่,มันสำปะหลัง
2006-10-31,2549/50,กาแฟ,ทั้งปี,ประเทศ,80.0,0.13,พืชยืนต้น,กาแฟ
2006-10-31,2549/50,หอมแดง,ทั้งปี,ประเทศ,9509.0,4.55,พืชผัก,หอมแดง
2006-10-31,2549/50,หอมหัวใหญ่,ทั้งปี,ประเทศ,814.0,1.54,พืชผัก,หอมหัวใหญ่
2006-10-31,2549/50,มันฝรั่ง,ทั้งปี,ประเทศ,1084.0,0.86,พืชผัก,มันฝรั่ง
2006-11-30,2548/49,ข้าวนาปรัง,นาปรัง,ประเทศ,0.0,0.0,พืชไร่,ข้าว
2006-11-30,2548/49,สับปะรดโรงงาน,ทั้งปี,ประเทศ,235080.0,8.69,พืชไร่,สับปะรดโรงงาน
2006-11-30,2548/49,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,537349.0,8.0,พืชยืนต้น,ปาล์มน้ำมัน
2006-11-30,2548/49,ยางพารา,ทั้งปี,ประเทศ,249766.52,8.52,พืชยืนต้น,ยางพารา
2006-11-30,2548/49,ลำไย,ทั้งปี,ประเทศ,12634.0,2.68,ไม้ผล,ลำไย
2006-11-30,2548/49,ทุเรียน,ทั้งปี,ประเทศ,3819.0,0.61,ไม้ผล,ทุเรียน
2006-11-30,2548/49,มังคุด,ทั้งปี,ประเทศ,903.0,0.5672,ไม้ผล,มังคุด
2006-11-30,2548/49,ลองกอง,ทั้งปี,ประเทศ,350.0,0.27,ไม้ผล,ลองกอง
2006-11-30,2548/49,เงาะ,ทั้งปี,ประเทศ,131.0,0.03,ไม้ผล,เงาะ
2006-11-30,2548/49,สุกร,ทั้งปี,ประเทศ,1183665.0,8.89,ปศุสัตว์,สุกร
2006-11-30,2548/49,ไก่เนื้อ,ทั้งปี,ประเทศ,71481576.0,8.41,ปศุสัตว์,ไก่เนื้อ
2006-11-30,2548/49,ไข่ไก่,ทั้งปี,ประเทศ,653657.0,7.64,ปศุสัตว์,ไข่ไก่
2006-11-30,2549/50,ข้าวนาปี,นาปี,ประเทศ,11359353.0,49.16,พืชไร่,ข้าว
2006-11-30,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,367540.0,9.38,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2006-11-30,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,3004530.0,11.16,พืชไร่,มันสำปะหลัง
2006-11-30,2549/50,กาแฟ,ทั้งปี,ประเทศ,693.0,1.25,พืชยืนต้น,กาแฟ
2006-11-30,2549/50,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
2006-11-30,2549/50,หอมแดง,ทั้งปี,ประเทศ,16845.0,8.06,พืชผัก,หอมแดง
2006-11-30,2549/50,หอมหัวใหญ่,ทั้งปี,ประเทศ,5298.0,10.04,พืชผัก,หอมหัวใหญ่
2006-11-30,2549/50,มันฝรั่ง,ทั้งปี,ประเทศ,1855.0,1.48,พืชผัก,มันฝรั่ง
2006-12-31,2548/49,สับปะรดโรงงาน,ทั้งปี,ประเทศ,178812.0,6.61,พืชไร่,สับปะรดโรงงาน
2006-12-31,2548/49,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,447483.0,6.66,พืชยืนต้น,ปาล์มน้ำมัน
2006-12-31,2548/49,ยางพารา,ทั้งปี,ประเทศ,281346.51,9.6,พืชยืนต้น,ยางพารา
2006-12-31,2548/49,ลำไย,ทั้งปี,ประเทศ,13109.0,2.78,ไม้ผล,ลำไย
2006-12-31,2548/49,ทุเรียน,ทั้งปี,ประเทศ,973.0,0.16,ไม้ผล,ทุเรียน
2006-12-31,2548/49,มังคุด,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,มังคุด
2006-12-31,2548/49,ลองกอง,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,ลองกอง
2006-12-31,2548/49,เงาะ,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,เงาะ
2006-12-31,2548/49,สุกร,ทั้งปี,ประเทศ,1198311.0,9.0,ปศุสัตว์,สุกร
2006-12-31,2548/49,ไก่เนื้อ,ทั้งปี,ประเทศ,78290779.0,9.21,ปศุสัตว์,ไก่เนื้อ
2006-12-31,2548/49,ไข่ไก่,ทั้งปี,ประเทศ,644707.0,7.54,ปศุสัตว์,ไข่ไก่
2006-12-31,2549/50,ข้าวนาปี,นาปี,ประเทศ,5954504.0,25.77,พืชไร่,ข้าว
2006-12-31,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,112064.0,2.86,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2006-12-31,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,4986384.0,18.53,พืชไร่,มันสำปะหลัง
2006-12-31,2549/50,กาแฟ,ทั้งปี,ประเทศ,7980.1219,14.34,พืชยืนต้น,กาแฟ
2006-12-31,2549/50,กระเทียม,ทั้งปี,ประเทศ,57.0,0.07,พืชผัก,กระเทียม
2006-12-31,2549/50,หอมแดง,ทั้งปี,ประเทศ,18474.0,8.84,พืชผัก,หอมแดง
2006-12-31,2549/50,หอมหัวใหญ่,ทั้งปี,ประเทศ,8685.0,16.47,พืชผัก,หอมหัวใหญ่
2006-12-31,2549/50,มันฝรั่ง,ทั้งปี,ประเทศ,5751.0,4.58,พืชผัก,มันฝรั่ง
2007-01-31,2549/50,ข้าวนาปี,นาปี,ประเทศ,968547.0,4.19,พืชไร่,ข้าว
2007-01-31,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,55640.0,1.42,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2007-01-31,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,5682830.0,21.1,พืชไร่,มันสำปะหลัง
2007-01-31,2549/50,สับปะรดโรงงาน,ทั้งปี,ประเทศ,131468.0,6.02,พืชไร่,สับปะรดโรงงาน
2007-01-31,2549/50,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,481915.0,7.54,พืชยืนต้น,ปาล์มน้ำมัน
2007-01-31,2549/50,ยางพารา,ทั้งปี,ประเทศ,359634.0,11.77,พืชยืนต้น,ยางพารา
2007-01-31,2549/50,กาแฟ,ทั้งปี,ประเทศ,11973.282299999999,21.51,พืชยืนต้น,กาแฟ
2007-01-31,2549/50,ลำไย,ทั้งปี,ประเทศ,7375.0,1.49,ไม้ผล,ลำไย
2007-01-31,2549/50,ทุเรียน,ทั้งปี,ประเทศ,1186.0,0.16,ไม้ผล,ทุเรียน
2007-01-31,2549/50,มังคุด,ทั้งปี,ประเทศ,7951.0,0.85,ไม้ผล,มังคุด
2007-01-31,2549/50,ลองกอง,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,ลองกอง
2007-01-31,2549/50,เงาะ,ทั้งปี,ประเทศ,2300.0,0.47,ไม้ผล,เงาะ
2007-01-31,2549/50,กระเทียม,ทั้งปี,ประเทศ,3398.0,4.55,พืชผัก,กระเทียม
2007-01-31,2549/50,หอมแดง,ทั้งปี,ประเทศ,23533.0,11.26,พืชผัก,หอมแดง
2007-01-31,2549/50,หอมหัวใหญ่,ทั้งปี,ประเทศ,14107.0,26.74,พืชผัก,หอมหัวใหญ่
2007-01-31,2549/50,มันฝรั่ง,ทั้งปี,ประเทศ,15840.0,12.6,พืชผัก,มันฝรั่ง
2007-01-31,2549/50,สุกร,ทั้งปี,ประเทศ,1207885.0,8.92,ปศุสัตว์,สุกร
2007-01-31,2549/50,ไก่เนื้อ,ทั้งปี,ประเทศ,70007111.0,7.96,ปศุสัตว์,ไก่เนื้อ
2007-01-31,2549/50,ไข่ไก่,ทั้งปี,ประเทศ,728007.0,8.1,ปศุสัตว์,ไข่ไก่
2007-02-28,2549/50,ข้าวนาปี,นาปี,ประเทศ,480349.0,2.08,พืชไร่,ข้าว
2007-02-28,2549/50,ข้าวนาปรัง,นาปรัง,ประเทศ,309220.0,4.49,พืชไร่,ข้าว
2007-02-28,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,28996.0,0.74,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2007-02-28,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,3474568.0,12.91,พืชไร่,มันสำปะหลัง
2007-02-28,2549/50,สับปะรดโรงงาน,ทั้งปี,ประเทศ,160563.0,7.35,พืชไร่,สับปะรดโรงงาน
2007-02-28,2549/50,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,460564.0,7.21,พืชยืนต้น,ปาล์มน้ำมัน
2007-02-28,2549/50,ยางพารา,ทั้งปี,ประเทศ,249714.0,8.17,พืชยืนต้น,ยางพารา
2007-02-28,2549/50,กาแฟ,ทั้งปี,ประเทศ,17603.0,31.63,พืชยืนต้น,กาแฟ
2007-02-28,2549/50,ลำไย,ทั้งปี,ประเทศ,7608.0,1.53,ไม้ผล,ลำไย
2007-02-28,2549/50,ทุเรียน,ทั้งปี,ประเทศ,2241.0,0.3,ไม้ผล,ทุเรียน
2007-02-28,2549/50,มังคุด,ทั้งปี,ประเทศ,7807.0,1.06,ไม้ผล,มังคุด
2007-02-28,2549/50,ลองกอง,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,ลองกอง
2007-02-28,2549/50,เงาะ,ทั้งปี,ประเทศ,1859.0,0.38,ไม้ผล,เงาะ
2007-02-28,2549/50,กระเทียม,ทั้งปี,ประเทศ,26097.0,34.93,พืชผัก,กระเทียม
2007-02-28,2549/50,หอมแดง,ทั้งปี,ประเทศ,28820.0,13.79,พืชผัก,หอมแดง
2007-02-28,2549/50,หอมหัวใหญ่,ทั้งปี,ประเทศ,20395.0,38.67,พืชผัก,หอมหัวใหญ่
2007-02-28,2549/50,มันฝรั่ง,ทั้งปี,ประเทศ,20682.0,16.45,พืชผัก,มันฝรั่ง
2007-02-28,2549/50,สุกร,ทั้งปี,ประเทศ,1136191.0,8.39,ปศุสัตว์,สุกร
2007-02-28,2549/50,ไก่เนื้อ,ทั้งปี,ประเทศ,68816984.0,7.82,ปศุสัตว์,ไก่เนื้อ
2007-02-28,2549/50,ไข่ไก่,ทั้งปี,ประเทศ,739636.0,8.23,ปศุสัตว์,ไข่ไก่
2007-03-31,2549/50,ข้าวนาปี,นาปี,ประเทศ,249841.0,1.08,พืชไร่,ข้าว
2007-03-31,2549/50,ข้าวนาปรัง,นาปรัง,ประเทศ,1225338.0,17.8,พืชไร่,ข้าว
2007-03-31,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,24294.0,0.62,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2007-03-31,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,3091526.0,11.49,พืชไร่,มันสำปะหลัง
2007-03-31,2549/50,สับปะรดโรงงาน,ทั้งปี,ประเทศ,145445.0,6.66,พืชไร่,สับปะรดโรงงาน
2007-03-31,2549/50,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,564967.0,8.84,พืชยืนต้น,ปาล์มน้ำมัน
2007-03-31,2549/50,ยางพารา,ทั้งปี,ประเทศ,158079.0,5.18,พืชยืนต้น,ยางพารา
2007-03-31,2549/50,กาแฟ,ทั้งปี,ประเทศ,14347.5957,25.78,พืชยืนต้น,กาแฟ
2007-03-31,2549/50,ลำไย,ทั้งปี,ประเทศ,5676.0,1.14,ไม้ผล,ลำไย
2007-03-31,2549/50,ทุเรียน,ทั้งปี,ประเทศ,7717.0,1.03,ไม้ผล,ทุเรียน
2007-03-31,2549/50,มังคุด,ทั้งปี,ประเทศ,5017.0,1.68,ไม้ผล,มังคุด
2007-03-31,2549/50,ลองกอง,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,ลองกอง
2007-03-31,2549/50,เงาะ,ทั้งปี,ประเทศ,2789.0,0.57,ไม้ผล,เงาะ
2007-03-31,2549/50,กระเทียม,ทั้งปี,ประเทศ,40687.0,54.46,พืชผัก,กระเทียม
2007-03-31,2549/50,หอมแดง,ทั้งปี,ประเทศ,46397.0,22.2,พืชผัก,หอมแดง
2007-03-31,2549/50,หอมหัวใหญ่,ทั้งปี,ประเทศ,3449.0,6.54,พืชผัก,หอมหัวใหญ่
2007-03-31,2549/50,มันฝรั่ง,ทั้งปี,ประเทศ,49512.0,39.39,พืชผัก,มันฝรั่ง
2007-03-31,2549/50,สุกร,ทั้งปี,ประเทศ,1136089.0,8.39,ปศุสัตว์,สุกร
2007-03-31,2549/50,ไก่เนื้อ,ทั้งปี,ประเทศ,78260238.0,8.89,ปศุสัตว์,ไก่เนื้อ
2007-03-31,2549/50,ไข่ไก่,ทั้งปี,ประเทศ,739237.0,8.22,ปศุสัตว์,ไข่ไก่
2007-04-30,2549/50,ข้าวนาปี,นาปี,ประเทศ,87893.0,0.38,พืชไร่,ข้าว
2007-04-30,2549/50,ข้าวนาปรัง,นาปรัง,ประเทศ,2004072.0,29.12,พืชไร่,ข้าว
2007-04-30,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,14890.0,0.38,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2007-04-30,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,1284603.0,4.77,พืชไร่,มันสำปะหลัง
2007-04-30,2549/50,สับปะรดโรงงาน,ทั้งปี,ประเทศ,216408.0,9.9,พืชไร่,สับปะรดโรงงาน
2007-04-30,2549/50,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,542755.0,8.49,พืชยืนต้น,ปาล์มน้ำมัน
2007-04-30,2549/50,ยางพารา,ทั้งปี,ประเทศ,155104.0,5.08,พืชยืนต้น,ยางพารา
2007-04-30,2549/50,กาแฟ,ทั้งปี,ประเทศ,2978.7569,5.35,พืชยืนต้น,กาแฟ
2007-04-30,2549/50,ลำไย,ทั้งปี,ประเทศ,7145.0,1.44,ไม้ผล,ลำไย
2007-04-30,2549/50,ทุเรียน,ทั้งปี,ประเทศ,142637.0,19.0,ไม้ผล,ทุเรียน
2007-04-30,2549/50,มังคุด,ทั้งปี,ประเทศ,59921.0,20.08,ไม้ผล,มังคุด
2007-04-30,2549/50,ลองกอง,ทั้งปี,ประเทศ,389.0,0.16,ไม้ผล,ลองกอง
2007-04-30,2549/50,เงาะ,ทั้งปี,ประเทศ,72710.0,14.86,ไม้ผล,เงาะ
2007-04-30,2549/50,กระเทียม,ทั้งปี,ประเทศ,4472.0,5.99,พืชผัก,กระเทียม
2007-04-30,2549/50,หอมแดง,ทั้งปี,ประเทศ,30367.0,14.53,พืชผัก,หอมแดง
2007-04-30,2549/50,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
2007-04-30,2549/50,มันฝรั่ง,ทั้งปี,ประเทศ,26682.0,21.23,พืชผัก,มันฝรั่ง
2007-04-30,2549/50,สุกร,ทั้งปี,ประเทศ,1156801.0,8.54,ปศุสัตว์,สุกร
2007-04-30,2549/50,ไก่เนื้อ,ทั้งปี,ประเทศ,66255615.0,7.53,ปศุสัตว์,ไก่เนื้อ
2007-04-30,2549/50,ไข่ไก่,ทั้งปี,ประเทศ,747248.0,8.31,ปศุสัตว์,ไข่ไก่
2007-05-31,2549/50,ข้าวนาปี,นาปี,ประเทศ,0.0,0.0,พืชไร่,ข้าว
2007-05-31,2549/50,ข้าวนาปรัง,นาปรัง,ประเทศ,1159748.0,16.85,พืชไร่,ข้าว
2007-05-31,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,3918.0,0.1,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2007-05-31,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,914446.0,3.4,พืชไร่,มันสำปะหลัง
2007-05-31,2549/50,สับปะรดโรงงาน,ทั้งปี,ประเทศ,343054.0,15.7,พืชไร่,สับปะรดโรงงาน
2007-05-31,2549/50,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,507970.0,7.95,พืชยืนต้น,ปาล์มน้ำมัน
2007-05-31,2549/50,ยางพารา,ทั้งปี,ประเทศ,226842.8,7.42,พืชยืนต้น,ยางพารา
2007-05-31,2549/50,กาแฟ,ทั้งปี,ประเทศ,4.0,0.01,พืชยืนต้น,กาแฟ
2007-05-31,2549/50,ลำไย,ทั้งปี,ประเทศ,4597.0,0.93,ไม้ผล,ลำไย
2007-05-31,2549/50,ทุเรียน,ทั้งปี,ประเทศ,198654.0,26.46,ไม้ผล,ทุเรียน
2007-05-31,2549/50,มังคุด,ทั้งปี,ประเทศ,41805.0,14.01,ไม้ผล,มังคุด
2007-05-31,2549/50,ลองกอง,ทั้งปี,ประเทศ,9989.0,4.11,ไม้ผล,ลองกอง
2007-05-31,2549/50,เงาะ,ทั้งปี,ประเทศ,154373.0,31.55,ไม้ผล,เงาะ
2007-05-31,2549/50,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
2007-05-31,2549/50,หอมแดง,ทั้งปี,ประเทศ,8611.0,4.12,พืชผัก,หอมแดง
2007-05-31,2549/50,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
2007-05-31,2549/50,มันฝรั่ง,ทั้งปี,ประเทศ,723.0,0.58,พืชผัก,มันฝรั่ง
2007-05-31,2549/50,สุกร,ทั้งปี,ประเทศ,1178756.0,8.7,ปศุสัตว์,สุกร
2007-05-31,2549/50,ไก่เนื้อ,ทั้งปี,ประเทศ,68730933.0,7.81,ปศุสัตว์,ไก่เนื้อ
2007-05-31,2549/50,ไข่ไก่,ทั้งปี,ประเทศ,766989.0,8.53,ปศุสัตว์,ไข่ไก่
2007-05-31,2550/51,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
2007-06-30,2549/50,ข้าวนาปรัง,นาปรัง,ประเทศ,877200.0,12.75,พืชไร่,ข้าว
2007-06-30,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1175.0,0.03,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2007-06-30,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,606583.0,2.25,พืชไร่,มันสำปะหลัง
2007-06-30,2549/50,สับปะรดโรงงาน,ทั้งปี,ประเทศ,286685.0,13.12,พืชไร่,สับปะรดโรงงาน
2007-06-30,2549/50,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,433632.0,6.79,พืชยืนต้น,ปาล์มน้ำมัน
2007-06-30,2549/50,ยางพารา,ทั้งปี,ประเทศ,266845.1,8.73,พืชยืนต้น,ยางพารา
2007-06-30,2549/50,กาแฟ,ทั้งปี,ประเทศ,0.0,0.0,พืชยืนต้น,กาแฟ
2007-06-30,2549/50,ลำไย,ทั้งปี,ประเทศ,17179.0,3.4699999999999998,ไม้ผล,ลำไย
2007-06-30,2549/50,ทุเรียน,ทั้งปี,ประเทศ,69483.0,9.26,ไม้ผล,ทุเรียน
2007-06-30,2549/50,มังคุด,ทั้งปี,ประเทศ,32995.0,8.21,ไม้ผล,มังคุด
2007-06-30,2549/50,ลองกอง,ทั้งปี,ประเทศ,38912.0,16.01,ไม้ผล,ลองกอง
2007-06-30,2549/50,เงาะ,ทั้งปี,ประเทศ,74275.0,15.18,ไม้ผล,เงาะ
2007-06-30,2549/50,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
2007-06-30,2549/50,หอมแดง,ทั้งปี,ประเทศ,188.0,0.09,พืชผัก,หอมแดง
2007-06-30,2549/50,สุกร,ทั้งปี,ประเทศ,1075432.0,7.94,ปศุสัตว์,สุกร
2007-06-30,2549/50,ไก่เนื้อ,ทั้งปี,ประเทศ,77332776.0,8.79,ปศุสัตว์,ไก่เนื้อ
2007-06-30,2549/50,ไข่ไก่,ทั้งปี,ประเทศ,772620.0,8.6,ปศุสัตว์,ไข่ไก่
2007-06-30,2550/51,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2007-06-30,2550/51,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
2007-07-31,2549/50,ข้าวนาปรัง,นาปรัง,ประเทศ,911217.0,13.24,พืชไร่,ข้าว
2007-07-31,2549/50,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2007-07-31,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,416242.0,1.55,พืชไร่,มันสำปะหลัง
2007-07-31,2549/50,สับปะรดโรงงาน,ทั้งปี,ประเทศ,172466.0,7.89,พืชไร่,สับปะรดโรงงาน
2007-07-31,2549/50,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,512378.0,8.02,พืชยืนต้น,ปาล์มน้ำมัน
2007-07-31,2549/50,ยางพารา,ทั้งปี,ประเทศ,269118.8,8.81,พืชยืนต้น,ยางพารา
2007-07-31,2549/50,ลำไย,ทั้งปี,ประเทศ,106910.0,21.55,ไม้ผล,ลำไย
2007-07-31,2549/50,ทุเรียน,ทั้งปี,ประเทศ,128161.0,17.07,ไม้ผล,ทุเรียน
2007-07-31,2549/50,มังคุด,ทั้งปี,ประเทศ,78716.0,22.5,ไม้ผล,มังคุด
2007-07-31,2549/50,ลองกอง,ทั้งปี,ประเทศ,32422.0,13.34,ไม้ผล,ลองกอง
2007-07-31,2549/50,เงาะ,ทั้งปี,ประเทศ,76917.0,15.72,ไม้ผล,เงาะ
2007-07-31,2549/50,สุกร,ทั้งปี,ประเทศ,1196785.0,8.83,ปศุสัตว์,สุกร
2007-07-31,2549/50,ไก่เนื้อ,ทั้งปี,ประเทศ,79336144.0,9.02,ปศุสัตว์,ไก่เนื้อ
2007-07-31,2549/50,ไข่ไก่,ทั้งปี,ประเทศ,745481.0,8.29,ปศุสัตว์,ไข่ไก่
2007-07-31,2550/51,ข้าวนาปี,นาปี,ประเทศ,0.0,0.0,พืชไร่,ข้าว
2007-07-31,2550/51,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2007-07-31,2550/51,หอมแดง,ทั้งปี,ประเทศ,9042.0,4.53,พืชผัก,หอมแดง
2007-07-31,2550/51,มันฝรั่ง,ทั้งปี,ประเทศ,714.0,0.62,พืชผัก,มันฝรั่ง
2007-08-31,2549/50,ข้าวนาปรัง,นาปรัง,ประเทศ,351782.0,5.11,พืชไร่,ข้าว
2007-08-31,2549/50,มันสำปะหลัง,ทั้งปี,ประเทศ,531895.0,1.98,พืชไร่,มันสำปะหลัง
2007-08-31,2549/50,สับปะรดโรงงาน,ทั้งปี,ประเทศ,63210.0,2.89,พืชไร่,สับปะรดโรงงาน
2007-08-31,2549/50,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,571202.0,8.94,พืชยืนต้น,ปาล์มน้ำมัน
2007-08-31,2549/50,ยางพารา,ทั้งปี,ประเทศ,265875.9,8.7,พืชยืนต้น,ยางพารา
2007-08-31,2549/50,ลำไย,ทั้งปี,ประเทศ,296800.0,59.83,ไม้ผล,ลำไย
2007-08-31,2549/50,ทุเรียน,ทั้งปี,ประเทศ,143086.0,19.06,ไม้ผล,ทุเรียน
2007-08-31,2549/50,มังคุด,ทั้งปี,ประเทศ,91302.0,26.73,ไม้ผล,มังคุด
2007-08-31,2549/50,ลองกอง,ทั้งปี,ประเทศ,63994.0,26.33,ไม้ผล,ลองกอง
2007-08-31,2549/50,เงาะ,ทั้งปี,ประเทศ,91058.0,18.61,ไม้ผล,เงาะ
2007-08-31,2549/50,สุกร,ทั้งปี,ประเทศ,1140978.0,8.42,ปศุสัตว์,สุกร
2007-08-31,2549/50,ไก่เนื้อ,ทั้งปี,ประเทศ,72809616.0,8.27,ปศุสัตว์,ไก่เนื้อ
2007-08-31,2549/50,ไข่ไก่,ทั้งปี,ประเทศ,746042.0,8.3,ปศุสัตว์,ไข่ไก่
2007-08-31,2550/51,ข้าวนาปี,นาปี,ประเทศ,753712.0,3.2,พืชไร่,ข้าว
2007-08-31,2550/51,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,546898.0,14.06,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2007-08-31,2550/51,หอมแดง,ทั้งปี,ประเทศ,5083.0,2.55,พืชผัก,หอมแดง
2007-08-31,2550/51,มันฝรั่ง,ทั้งปี,ประเทศ,1303.0,1.14,พืชผัก,มันฝรั่ง
