date,commod_sub,place,priceF_m_baht_100p,priceF_m_baht_kg,priceF_m_baht_ton,commod_gr,commod
1995-11-30,มันสำปะหลัง,ประเทศ,,1.06,1060.0,พืชไร่,มันสำปะหลัง
1995-11-30,สับปะรดโรงงาน,ประเทศ,,3.18,3180.0,พืชไร่,สับปะรดโรงงาน
1995-11-30,มะพร้าว,ประเทศ,354.0,2.832,2832.0,พืชยืนต้น,มะพร้าว
1995-11-30,ยางพารา,ประเทศ,,33.23,33230.0,พืชยืนต้น,ยางพารา
1995-11-30,กาแฟ,ประเทศ,,38.0,38000.0,พืชยืนต้น,กาแฟ
1995-11-30,กระเทียม,ประเทศ,,44.0,44000.0,พืชผัก,กระเทียม
1995-11-30,หอมแดง,ประเทศ,,14.63,14630.0,พืชผัก,หอมแดง
1995-11-30,หอมหัวใหญ่,ประเทศ,,5.0,5000.0,พืชผัก,หอมหัวใหญ่
1995-11-30,สุกร,ประเทศ,,35.91,35910.0,ปศุสัตว์,สุกร
1995-11-30,ไก่เนื้อ,ประเทศ,,27.21,27210.0,ปศุสัตว์,ไก่เนื้อ
1995-11-30,ไข่ไก่,ประเทศ,150.0,1.2,1200.0,ปศุสัตว์,ไข่ไก่
1995-11-30,ปาล์มน้ำมัน,ประเทศ,,2.47,2470.0,พืชยืนต้น,ปาล์มน้ำมัน
1995-12-31,ข้าวหอมมะลิ,ประเทศ,,4.537,4537.0,พืชไร่,ข้าว
1995-12-31,ข้าวเจ้าอื่น,ประเทศ,,4.443,4443.0,พืชไร่,ข้าว
1995-12-31,ข้าวเหนียว,ประเทศ,,4.139,4139.0,พืชไร่,ข้าว
1995-12-31,ข้าวนาปี,ประเทศ,,4.22,4220.0,พืชไร่,ข้าว
1995-12-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.38,4380.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1995-12-31,มันสำปะหลัง,ประเทศ,,1.23,1230.0,พืชไร่,มันสำปะหลัง
1995-12-31,สับปะรดโรงงาน,ประเทศ,,2.78,2780.0,พืชไร่,สับปะรดโรงงาน
1995-12-31,มะพร้าว,ประเทศ,397.0,3.176,3176.0,พืชยืนต้น,มะพร้าว
1995-12-31,ยางพารา,ประเทศ,,32.08,32080.0,พืชยืนต้น,ยางพารา
1995-12-31,กาแฟ,ประเทศ,,35.69,35690.0,พืชยืนต้น,กาแฟ
1995-12-31,กระเทียม,ประเทศ,,39.33,39330.0,พืชผัก,กระเทียม
1995-12-31,หอมแดง,ประเทศ,,13.75,13750.0,พืชผัก,หอมแดง
1995-12-31,หอมหัวใหญ่,ประเทศ,,8.08,8080.0,พืชผัก,หอมหัวใหญ่
1995-12-31,สุกร,ประเทศ,,35.97,35970.0,ปศุสัตว์,สุกร
1995-12-31,ไก่เนื้อ,ประเทศ,,27.44,27440.0,ปศุสัตว์,ไก่เนื้อ
1995-12-31,ไข่ไก่,ประเทศ,148.0,1.184,1184.0,ปศุสัตว์,ไข่ไก่
1995-12-31,ปาล์มน้ำมัน,ประเทศ,,2.27,2270.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-01-31,ข้าวหอมมะลิ,ประเทศ,,4.827,4827.0,พืชไร่,ข้าว
1996-01-31,ข้าวเจ้าอื่น,ประเทศ,,4.738,4738.0,พืชไร่,ข้าว
1996-01-31,ข้าวเหนียว,ประเทศ,,4.428,4428.0,พืชไร่,ข้าว
1996-01-31,ข้าวนาปี,ประเทศ,,4.485,4485.0,พืชไร่,ข้าว
1996-01-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.44,4440.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-01-31,มันสำปะหลัง,ประเทศ,,1.05,1050.0,พืชไร่,มันสำปะหลัง
1996-01-31,สับปะรดโรงงาน,ประเทศ,,2.29,2290.0,พืชไร่,สับปะรดโรงงาน
1996-01-31,มะพร้าว,ประเทศ,419.0,3.352,3352.0,พืชยืนต้น,มะพร้าว
1996-01-31,ยางพารา,ประเทศ,,29.97,29970.0,พืชยืนต้น,ยางพารา
1996-01-31,กาแฟ,ประเทศ,,36.49,36490.0,พืชยืนต้น,กาแฟ
1996-01-31,กระเทียม,ประเทศ,,39.52,39520.0,พืชผัก,กระเทียม
1996-01-31,หอมแดง,ประเทศ,,13.72,13720.0,พืชผัก,หอมแดง
1996-01-31,หอมหัวใหญ่,ประเทศ,,7.6,7600.0,พืชผัก,หอมหัวใหญ่
1996-01-31,สุกร,ประเทศ,,35.96,35960.0,ปศุสัตว์,สุกร
1996-01-31,ไก่เนื้อ,ประเทศ,,24.92,24920.0,ปศุสัตว์,ไก่เนื้อ
1996-01-31,ไข่ไก่,ประเทศ,145.0,1.16,1160.0,ปศุสัตว์,ไข่ไก่
1996-01-31,ปาล์มน้ำมัน,ประเทศ,,2.27,2270.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-02-29,ข้าวหอมมะลิ,ประเทศ,,4.935,4935.0,พืชไร่,ข้าว
1996-02-29,ข้าวเจ้าอื่น,ประเทศ,,4.87,4870.0,พืชไร่,ข้าว
1996-02-29,ข้าวเหนียว,ประเทศ,,4.537,4537.0,พืชไร่,ข้าว
1996-02-29,ข้าวนาปี,ประเทศ,,4.671,4671.0,พืชไร่,ข้าว
1996-02-29,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.54,4540.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-02-29,มันสำปะหลัง,ประเทศ,,1.0,1000.0,พืชไร่,มันสำปะหลัง
1996-02-29,สับปะรดโรงงาน,ประเทศ,,3.03,3030.0,พืชไร่,สับปะรดโรงงาน
1996-02-29,มะพร้าว,ประเทศ,477.0,3.816,3816.0,พืชยืนต้น,มะพร้าว
1996-02-29,ยางพารา,ประเทศ,,31.31,31310.0,พืชยืนต้น,ยางพารา
1996-02-29,กาแฟ,ประเทศ,,45.29,45290.0,พืชยืนต้น,กาแฟ
1996-02-29,กระเทียม,ประเทศ,,41.0,41000.0,พืชผัก,กระเทียม
1996-02-29,หอมแดง,ประเทศ,,11.37,11370.0,พืชผัก,หอมแดง
1996-02-29,หอมหัวใหญ่,ประเทศ,,5.75,5750.0,พืชผัก,หอมหัวใหญ่
1996-02-29,สุกร,ประเทศ,,35.18,35180.0,ปศุสัตว์,สุกร
1996-02-29,ไก่เนื้อ,ประเทศ,,24.91,24910.0,ปศุสัตว์,ไก่เนื้อ
1996-02-29,ไข่ไก่,ประเทศ,147.0,1.176,1176.0,ปศุสัตว์,ไข่ไก่
1996-02-29,ข้าวนาปรัง,ประเทศ,,4.8,4800.0,พืชไร่,ข้าว
1996-02-29,ปาล์มน้ำมัน,ประเทศ,,2.37,2370.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-03-31,ข้าวหอมมะลิ,ประเทศ,,4.967,4967.0,พืชไร่,ข้าว
1996-03-31,ข้าวเจ้าอื่น,ประเทศ,,4.92,4920.0,พืชไร่,ข้าว
1996-03-31,ข้าวเหนียว,ประเทศ,,4.653,4653.0,พืชไร่,ข้าว
1996-03-31,ข้าวนาปี,ประเทศ,,4.744,4744.0,พืชไร่,ข้าว
1996-03-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.78,4780.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-03-31,มันสำปะหลัง,ประเทศ,,1.0,1000.0,พืชไร่,มันสำปะหลัง
1996-03-31,สับปะรดโรงงาน,ประเทศ,,2.88,2880.0,พืชไร่,สับปะรดโรงงาน
1996-03-31,มะพร้าว,ประเทศ,528.0,4.224,4224.0,พืชยืนต้น,มะพร้าว
1996-03-31,ยางพารา,ประเทศ,,32.35,32350.0,พืชยืนต้น,ยางพารา
1996-03-31,กาแฟ,ประเทศ,,39.51,39510.0,พืชยืนต้น,กาแฟ
1996-03-31,กระเทียม,ประเทศ,,50.67,50670.0,พืชผัก,กระเทียม
1996-03-31,หอมแดง,ประเทศ,,12.44,12440.0,พืชผัก,หอมแดง
1996-03-31,หอมหัวใหญ่,ประเทศ,,4.67,4670.0,พืชผัก,หอมหัวใหญ่
1996-03-31,สุกร,ประเทศ,,35.2,35200.0,ปศุสัตว์,สุกร
1996-03-31,ไก่เนื้อ,ประเทศ,,26.3,26300.0,ปศุสัตว์,ไก่เนื้อ
1996-03-31,ไข่ไก่,ประเทศ,147.0,1.176,1176.0,ปศุสัตว์,ไข่ไก่
1996-03-31,ข้าวนาปรัง,ประเทศ,,4.957,4957.0,พืชไร่,ข้าว
1996-03-31,ปาล์มน้ำมัน,ประเทศ,,2.18,2180.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-04-30,ข้าวหอมมะลิ,ประเทศ,,5.093,5093.0,พืชไร่,ข้าว
1996-04-30,ข้าวเจ้าอื่น,ประเทศ,,5.026,5026.0,พืชไร่,ข้าว
1996-04-30,ข้าวเหนียว,ประเทศ,,4.754,4754.0,พืชไร่,ข้าว
1996-04-30,ข้าวนาปี,ประเทศ,,4.774,4774.0,พืชไร่,ข้าว
1996-04-30,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.96,4960.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-04-30,มันสำปะหลัง,ประเทศ,,0.91,910.0,พืชไร่,มันสำปะหลัง
1996-04-30,สับปะรดโรงงาน,ประเทศ,,2.8,2800.0,พืชไร่,สับปะรดโรงงาน
1996-04-30,มะพร้าว,ประเทศ,472.0,3.776,3776.0,พืชยืนต้น,มะพร้าว
1996-04-30,ยางพารา,ประเทศ,,28.72,28720.0,พืชยืนต้น,ยางพารา
1996-04-30,กาแฟ,ประเทศ,,38.59,38590.0,พืชยืนต้น,กาแฟ
1996-04-30,กระเทียม,ประเทศ,,21.2,21200.0,พืชผัก,กระเทียม
1996-04-30,หอมแดง,ประเทศ,,11.2,11200.0,พืชผัก,หอมแดง
1996-04-30,หอมหัวใหญ่,ประเทศ,,5.2,5200.0,พืชผัก,หอมหัวใหญ่
1996-04-30,สุกร,ประเทศ,,36.88,36880.0,ปศุสัตว์,สุกร
1996-04-30,ไก่เนื้อ,ประเทศ,,27.04,27040.0,ปศุสัตว์,ไก่เนื้อ
1996-04-30,ไข่ไก่,ประเทศ,149.0,1.192,1192.0,ปศุสัตว์,ไข่ไก่
1996-04-30,ข้าวนาปรัง,ประเทศ,,4.411,4411.0,พืชไร่,ข้าว
1996-04-30,ทุเรียน,ประเทศ,,33.08,33080.0,ไม้ผล,ทุเรียน
1996-04-30,เงาะ,ประเทศ,,18.34,18340.0,ไม้ผล,เงาะ
1996-04-30,ปาล์มน้ำมัน,ประเทศ,,1.97,1970.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-04-30,มังคุด,ประเทศ,,42.0,42000.0,ไม้ผล,มังคุด
1996-05-31,ข้าวหอมมะลิ,ประเทศ,,5.373,5373.0,พืชไร่,ข้าว
1996-05-31,ข้าวเจ้าอื่น,ประเทศ,,5.246,5246.0,พืชไร่,ข้าว
1996-05-31,ข้าวเหนียว,ประเทศ,,4.928,4928.0,พืชไร่,ข้าว
1996-05-31,ข้าวนาปี,ประเทศ,,4.94,4940.0,พืชไร่,ข้าว
1996-05-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,5.16,5160.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-05-31,มันสำปะหลัง,ประเทศ,,0.86,860.0,พืชไร่,มันสำปะหลัง
1996-05-31,สับปะรดโรงงาน,ประเทศ,,2.4,2400.0,พืชไร่,สับปะรดโรงงาน
1996-05-31,มะพร้าว,ประเทศ,446.0,3.568,3568.0,พืชยืนต้น,มะพร้าว
1996-05-31,ยางพารา,ประเทศ,,30.21,30210.0,พืชยืนต้น,ยางพารา
1996-05-31,กาแฟ,ประเทศ,,41.25,41250.0,พืชยืนต้น,กาแฟ
1996-05-31,กระเทียม,ประเทศ,,20.16,20160.0,พืชผัก,กระเทียม
1996-05-31,หอมแดง,ประเทศ,,10.6,10600.0,พืชผัก,หอมแดง
1996-05-31,หอมหัวใหญ่,ประเทศ,,6.5,6500.0,พืชผัก,หอมหัวใหญ่
1996-05-31,สุกร,ประเทศ,,39.34,39340.0,ปศุสัตว์,สุกร
1996-05-31,ไก่เนื้อ,ประเทศ,,26.74,26740.0,ปศุสัตว์,ไก่เนื้อ
1996-05-31,ไข่ไก่,ประเทศ,157.0,1.256,1256.0,ปศุสัตว์,ไข่ไก่
1996-05-31,ข้าวนาปรัง,ประเทศ,,4.155,4155.0,พืชไร่,ข้าว
1996-05-31,ทุเรียน,ประเทศ,,15.16,15160.0,ไม้ผล,ทุเรียน
1996-05-31,เงาะ,ประเทศ,,9.78,9780.0,ไม้ผล,เงาะ
1996-05-31,ลองกอง,ประเทศ,,17.06,17060.0,ไม้ผล,ลองกอง
1996-05-31,ปาล์มน้ำมัน,ประเทศ,,2.04,2040.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-05-31,มังคุด,ประเทศ,,24.69,24690.0,ไม้ผล,มังคุด
1996-06-30,ข้าวหอมมะลิ,ประเทศ,,5.684,5684.0,พืชไร่,ข้าว
1996-06-30,ข้าวเจ้าอื่น,ประเทศ,,5.458,5458.0,พืชไร่,ข้าว
1996-06-30,ข้าวเหนียว,ประเทศ,,4.846,4846.0,พืชไร่,ข้าว
1996-06-30,ข้าวนาปี,ประเทศ,,4.999,4999.0,พืชไร่,ข้าว
1996-06-30,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,5.2,5200.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-06-30,มันสำปะหลัง,ประเทศ,,0.81,810.0,พืชไร่,มันสำปะหลัง
1996-06-30,สับปะรดโรงงาน,ประเทศ,,2.02,2020.0,พืชไร่,สับปะรดโรงงาน
1996-06-30,มะพร้าว,ประเทศ,424.0,3.392,3392.0,พืชยืนต้น,มะพร้าว
1996-06-30,ยางพารา,ประเทศ,,29.72,29720.0,พืชยืนต้น,ยางพารา
1996-06-30,กระเทียม,ประเทศ,,23.08,23080.0,พืชผัก,กระเทียม
1996-06-30,หอมแดง,ประเทศ,,9.5,9500.0,พืชผัก,หอมแดง
1996-06-30,หอมหัวใหญ่,ประเทศ,,6.75,6750.0,พืชผัก,หอมหัวใหญ่
1996-06-30,สุกร,ประเทศ,,40.6,40600.0,ปศุสัตว์,สุกร
1996-06-30,ไก่เนื้อ,ประเทศ,,27.07,27070.0,ปศุสัตว์,ไก่เนื้อ
1996-06-30,ไข่ไก่,ประเทศ,164.0,1.312,1312.0,ปศุสัตว์,ไข่ไก่
1996-06-30,ข้าวนาปรัง,ประเทศ,,4.446,4446.0,พืชไร่,ข้าว
1996-06-30,ทุเรียน,ประเทศ,,19.92,19920.0,ไม้ผล,ทุเรียน
1996-06-30,เงาะ,ประเทศ,,8.23,8230.0,ไม้ผล,เงาะ
1996-06-30,ลองกอง,ประเทศ,,16.88,16880.0,ไม้ผล,ลองกอง
1996-06-30,ปาล์มน้ำมัน,ประเทศ,,1.97,1970.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-06-30,มังคุด,ประเทศ,,18.21,18210.0,ไม้ผล,มังคุด
1996-07-31,ข้าวหอมมะลิ,ประเทศ,,5.739,5739.0,พืชไร่,ข้าว
1996-07-31,ข้าวเจ้าอื่น,ประเทศ,,5.483,5483.0,พืชไร่,ข้าว
1996-07-31,ข้าวเหนียว,ประเทศ,,4.81,4810.0,พืชไร่,ข้าว
1996-07-31,ข้าวนาปี,ประเทศ,,5.069,5069.0,พืชไร่,ข้าว
1996-07-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.33,4330.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-07-31,มันสำปะหลัง,ประเทศ,,0.74,740.0,พืชไร่,มันสำปะหลัง
1996-07-31,สับปะรดโรงงาน,ประเทศ,,2.09,2090.0,พืชไร่,สับปะรดโรงงาน
1996-07-31,มะพร้าว,ประเทศ,366.0,2.928,2928.0,พืชยืนต้น,มะพร้าว
1996-07-31,ยางพารา,ประเทศ,,26.13,26130.0,พืชยืนต้น,ยางพารา
1996-07-31,กระเทียม,ประเทศ,,26.65,26650.0,พืชผัก,กระเทียม
1996-07-31,หอมแดง,ประเทศ,,9.95,9950.0,พืชผัก,หอมแดง
1996-07-31,หอมหัวใหญ่,ประเทศ,,7.5,7500.0,พืชผัก,หอมหัวใหญ่
1996-07-31,สุกร,ประเทศ,,41.23,41230.0,ปศุสัตว์,สุกร
1996-07-31,ไก่เนื้อ,ประเทศ,,29.17,29170.0,ปศุสัตว์,ไก่เนื้อ
1996-07-31,ไข่ไก่,ประเทศ,171.0,1.368,1368.0,ปศุสัตว์,ไข่ไก่
1996-07-31,ข้าวนาปรัง,ประเทศ,,4.626,4626.0,พืชไร่,ข้าว
1996-07-31,ทุเรียน,ประเทศ,,19.02,19020.0,ไม้ผล,ทุเรียน
1996-07-31,เงาะ,ประเทศ,,11.93,11930.0,ไม้ผล,เงาะ
1996-07-31,ลองกอง,ประเทศ,,67.62,67620.0,ไม้ผล,ลองกอง
1996-07-31,ปาล์มน้ำมัน,ประเทศ,,1.83,1830.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-07-31,มังคุด,ประเทศ,,21.35,21350.0,ไม้ผล,มังคุด
1996-08-31,ข้าวหอมมะลิ,ประเทศ,,5.926,5926.0,พืชไร่,ข้าว
1996-08-31,ข้าวเจ้าอื่น,ประเทศ,,5.546,5546.0,พืชไร่,ข้าว
1996-08-31,ข้าวเหนียว,ประเทศ,,5.054,5054.0,พืชไร่,ข้าว
1996-08-31,ข้าวนาปี,ประเทศ,,5.173,5173.0,พืชไร่,ข้าว
1996-08-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.81,3810.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-08-31,มันสำปะหลัง,ประเทศ,,0.7,700.0,พืชไร่,มันสำปะหลัง
1996-08-31,สับปะรดโรงงาน,ประเทศ,,3.25,3250.0,พืชไร่,สับปะรดโรงงาน
1996-08-31,มะพร้าว,ประเทศ,335.0,2.68,2680.0,พืชยืนต้น,มะพร้าว
1996-08-31,ยางพารา,ประเทศ,,24.85,24850.0,พืชยืนต้น,ยางพารา
1996-08-31,กระเทียม,ประเทศ,,30.84,30840.0,พืชผัก,กระเทียม
1996-08-31,หอมแดง,ประเทศ,,21.0,21000.0,พืชผัก,หอมแดง
1996-08-31,สุกร,ประเทศ,,42.33,42330.0,ปศุสัตว์,สุกร
1996-08-31,ไก่เนื้อ,ประเทศ,,29.13,29130.0,ปศุสัตว์,ไก่เนื้อ
1996-08-31,ไข่ไก่,ประเทศ,171.0,1.368,1368.0,ปศุสัตว์,ไข่ไก่
1996-08-31,ข้าวนาปรัง,ประเทศ,,4.55,4550.0,พืชไร่,ข้าว
1996-08-31,ทุเรียน,ประเทศ,,21.46,21460.0,ไม้ผล,ทุเรียน
1996-08-31,เงาะ,ประเทศ,,13.37,13370.0,ไม้ผล,เงาะ
1996-08-31,ลองกอง,ประเทศ,,57.15,57150.0,ไม้ผล,ลองกอง
1996-08-31,ปาล์มน้ำมัน,ประเทศ,,1.84,1840.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-08-31,มังคุด,ประเทศ,,19.0,19000.0,ไม้ผล,มังคุด
1996-09-30,ข้าวหอมมะลิ,ประเทศ,,6.751,6751.0,พืชไร่,ข้าว
1996-09-30,ข้าวเจ้าอื่น,ประเทศ,,5.895,5895.0,พืชไร่,ข้าว
1996-09-30,ข้าวเหนียว,ประเทศ,,5.463,5463.0,พืชไร่,ข้าว
1996-09-30,ข้าวนาปี,ประเทศ,,5.626,5626.0,พืชไร่,ข้าว
1996-09-30,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.97,3970.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-09-30,มันสำปะหลัง,ประเทศ,,0.69,690.0,พืชไร่,มันสำปะหลัง
1996-09-30,สับปะรดโรงงาน,ประเทศ,,3.33,3330.0,พืชไร่,สับปะรดโรงงาน
1996-09-30,มะพร้าว,ประเทศ,339.0,2.712,2712.0,พืชยืนต้น,มะพร้าว
1996-09-30,ยางพารา,ประเทศ,,25.36,25360.0,พืชยืนต้น,ยางพารา
1996-09-30,กระเทียม,ประเทศ,,29.44,29440.0,พืชผัก,กระเทียม
1996-09-30,หอมแดง,ประเทศ,,23.6,23600.0,พืชผัก,หอมแดง
1996-09-30,สุกร,ประเทศ,,42.72,42720.0,ปศุสัตว์,สุกร
1996-09-30,ไก่เนื้อ,ประเทศ,,28.06,28060.0,ปศุสัตว์,ไก่เนื้อ
1996-09-30,ไข่ไก่,ประเทศ,171.0,1.368,1368.0,ปศุสัตว์,ไข่ไก่
1996-09-30,ข้าวนาปรัง,ประเทศ,,4.589,4589.0,พืชไร่,ข้าว
1996-09-30,ทุเรียน,ประเทศ,,20.49,20490.0,ไม้ผล,ทุเรียน
1996-09-30,เงาะ,ประเทศ,,7.64,7640.0,ไม้ผล,เงาะ
1996-09-30,ลองกอง,ประเทศ,,46.75,46750.0,ไม้ผล,ลองกอง
1996-09-30,ปาล์มน้ำมัน,ประเทศ,,1.89,1890.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-10-31,ข้าวหอมมะลิ,ประเทศ,,7.0,7000.0,พืชไร่,ข้าว
1996-10-31,ข้าวเจ้าอื่น,ประเทศ,,5.973,5973.0,พืชไร่,ข้าว
1996-10-31,ข้าวเหนียว,ประเทศ,,4.937,4937.0,พืชไร่,ข้าว
1996-10-31,ข้าวนาปี,ประเทศ,,5.696,5696.0,พืชไร่,ข้าว
1996-10-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.05,4050.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-10-31,มันสำปะหลัง,ประเทศ,,0.76,760.0,พืชไร่,มันสำปะหลัง
1996-10-31,สับปะรดโรงงาน,ประเทศ,,3.3,3300.0,พืชไร่,สับปะรดโรงงาน
1996-10-31,มะพร้าว,ประเทศ,364.0,2.912,2912.0,พืชยืนต้น,มะพร้าว
1996-10-31,ยางพารา,ประเทศ,,24.85,24850.0,พืชยืนต้น,ยางพารา
1996-10-31,กาแฟ,ประเทศ,,24.5,24500.0,พืชยืนต้น,กาแฟ
1996-10-31,กระเทียม,ประเทศ,,25.67,25670.0,พืชผัก,กระเทียม
1996-10-31,หอมแดง,ประเทศ,,22.37,22370.0,พืชผัก,หอมแดง
1996-10-31,สุกร,ประเทศ,,41.67,41670.0,ปศุสัตว์,สุกร
1996-10-31,ไก่เนื้อ,ประเทศ,,25.34,25340.0,ปศุสัตว์,ไก่เนื้อ
1996-10-31,ไข่ไก่,ประเทศ,173.0,1.384,1384.0,ปศุสัตว์,ไข่ไก่
1996-10-31,ข้าวนาปรัง,ประเทศ,,4.518,4518.0,พืชไร่,ข้าว
1996-10-31,ปาล์มน้ำมัน,ประเทศ,,1.92,1920.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-11-30,ข้าวหอมมะลิ,ประเทศ,,5.944,5944.0,พืชไร่,ข้าว
1996-11-30,ข้าวเจ้าอื่น,ประเทศ,,5.638,5638.0,พืชไร่,ข้าว
1996-11-30,ข้าวเหนียว,ประเทศ,,4.635,4635.0,พืชไร่,ข้าว
1996-11-30,ข้าวนาปี,ประเทศ,,5.029,5029.0,พืชไร่,ข้าว
1996-11-30,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.96,3960.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-11-30,มันสำปะหลัง,ประเทศ,,0.73,730.0,พืชไร่,มันสำปะหลัง
1996-11-30,สับปะรดโรงงาน,ประเทศ,,3.36,3360.0,พืชไร่,สับปะรดโรงงาน
1996-11-30,มะพร้าว,ประเทศ,437.0,3.496,3496.0,พืชยืนต้น,มะพร้าว
1996-11-30,ยางพารา,ประเทศ,,25.47,25470.0,พืชยืนต้น,ยางพารา
1996-11-30,กาแฟ,ประเทศ,,24.54,24540.0,พืชยืนต้น,กาแฟ
1996-11-30,หอมแดง,ประเทศ,,38.77,38770.0,พืชผัก,หอมแดง
1996-11-30,หอมหัวใหญ่,ประเทศ,,4.0,4000.0,พืชผัก,หอมหัวใหญ่
1996-11-30,สุกร,ประเทศ,,41.66,41660.0,ปศุสัตว์,สุกร
1996-11-30,ไก่เนื้อ,ประเทศ,,25.83,25830.0,ปศุสัตว์,ไก่เนื้อ
1996-11-30,ไข่ไก่,ประเทศ,167.0,1.336,1336.0,ปศุสัตว์,ไข่ไก่
1996-11-30,ปาล์มน้ำมัน,ประเทศ,,1.97,1970.0,พืชยืนต้น,ปาล์มน้ำมัน
1996-12-31,ข้าวหอมมะลิ,ประเทศ,,5.761,5761.0,พืชไร่,ข้าว
1996-12-31,ข้าวเจ้าอื่น,ประเทศ,,5.681,5681.0,พืชไร่,ข้าว
1996-12-31,ข้าวเหนียว,ประเทศ,,4.725,4725.0,พืชไร่,ข้าว
1996-12-31,ข้าวนาปี,ประเทศ,,5.029,5029.0,พืชไร่,ข้าว
1996-12-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.85,3850.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1996-12-31,มันสำปะหลัง,ประเทศ,,0.75,750.0,พืชไร่,มันสำปะหลัง
1996-12-31,สับปะรดโรงงาน,ประเทศ,,3.61,3610.0,พืชไร่,สับปะรดโรงงาน
1996-12-31,มะพร้าว,ประเทศ,499.0,3.992,3992.0,พืชยืนต้น,มะพร้าว
1996-12-31,ยางพารา,ประเทศ,,25.65,25650.0,พืชยืนต้น,ยางพารา
1996-12-31,กาแฟ,ประเทศ,,30.45,30450.0,พืชยืนต้น,กาแฟ
1996-12-31,หอมแดง,ประเทศ,,31.71,31710.0,พืชผัก,หอมแดง
1996-12-31,หอมหัวใหญ่,ประเทศ,,12.5,12500.0,พืชผัก,หอมหัวใหญ่
1996-12-31,สุกร,ประเทศ,,41.99,41990.0,ปศุสัตว์,สุกร
1996-12-31,ไก่เนื้อ,ประเทศ,,26.44,26440.0,ปศุสัตว์,ไก่เนื้อ
1996-12-31,ไข่ไก่,ประเทศ,166.0,1.328,1328.0,ปศุสัตว์,ไข่ไก่
1996-12-31,ปาล์มน้ำมัน,ประเทศ,,2.21,2210.0,พืชยืนต้น,ปาล์มน้ำมัน
1997-01-31,ข้าวหอมมะลิ,ประเทศ,,4.827,4827.0,พืชไร่,ข้าว
1997-01-31,ข้าวเจ้าอื่น,ประเทศ,,4.738,4738.0,พืชไร่,ข้าว
1997-01-31,ข้าวเหนียว,ประเทศ,,4.428,4428.0,พืชไร่,ข้าว
1997-01-31,ข้าวนาปี,ประเทศ,,4.485,4485.0,พืชไร่,ข้าว
1997-01-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.44,4440.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1997-01-31,มันสำปะหลัง,ประเทศ,,1.05,1050.0,พืชไร่,มันสำปะหลัง
1997-01-31,สับปะรดโรงงาน,ประเทศ,,2.29,2290.0,พืชไร่,สับปะรดโรงงาน
1997-01-31,มะพร้าว,ประเทศ,419.0,3.352,3352.0,พืชยืนต้น,มะพร้าว
1997-01-31,ยางพารา,ประเทศ,,29.97,29970.0,พืชยืนต้น,ยางพารา
1997-01-31,กาแฟ,ประเทศ,,36.49,36490.0,พืชยืนต้น,กาแฟ
1997-01-31,กระเทียม,ประเทศ,,39.52,39520.0,พืชผัก,กระเทียม
1997-01-31,หอมแดง,ประเทศ,,13.72,13720.0,พืชผัก,หอมแดง
1997-01-31,หอมหัวใหญ่,ประเทศ,,7.6,7600.0,พืชผัก,หอมหัวใหญ่
1997-01-31,สุกร,ประเทศ,,35.96,35960.0,ปศุสัตว์,สุกร
