date,commod_sub,place,priceF_m_baht_100p,priceF_m_baht_kg,priceF_m_baht_ton,commod_gr,commod
2001-03-31,มันสำปะหลัง,ประเทศ,,0.68,680.0,พืชไร่,มันสำปะหลัง
2001-03-31,สับปะรดโรงงาน,ประเทศ,,1.28,1280.0,พืชไร่,สับปะรดโรงงาน
2001-03-31,มะพร้าว,ประเทศ,222.0,1.776,1776.0,พืชยืนต้น,มะพร้าว
2001-03-31,ยางพารา,ประเทศ,,20.72,20720.0,พืชยืนต้น,ยางพารา
2001-03-31,กาแฟ,ประเทศ,,31.02,31020.0,พืชยืนต้น,กาแฟ
2001-03-31,กระเทียม,ประเทศ,,26.37,26370.0,พืชผัก,กระเทียม
2001-03-31,หอมแดง,ประเทศ,,13.32,13320.0,พืชผัก,หอมแดง
2001-03-31,หอมหัวใหญ่,ประเทศ,,4.62,4620.0,พืชผัก,หอมหัวใหญ่
2001-03-31,สุกร,ประเทศ,,32.04,32040.0,ปศุสัตว์,สุกร
2001-03-31,ไก่เนื้อ,ประเทศ,,25.53,25530.0,ปศุสัตว์,ไก่เนื้อ
2001-03-31,ไข่ไก่,ประเทศ,150.0,1.2,1200.0,ปศุสัตว์,ไข่ไก่
2001-03-31,ข้าวนาปรัง,ประเทศ,,4.216,4216.0,พืชไร่,ข้าว
2001-03-31,ทุเรียน,ประเทศ,,39.36,39360.0,ไม้ผล,ทุเรียน
2001-03-31,เงาะ,ประเทศ,,55.0,55000.0,ไม้ผล,เงาะ
2001-03-31,ปาล์มน้ำมัน,ประเทศ,,0.81,810.0,พืชยืนต้น,ปาล์มน้ำมัน
2001-03-31,มังคุด,ประเทศ,,72.5,72500.0,ไม้ผล,มังคุด
2001-03-31,ลำไย,ประเทศ,,27.75,27750.0,ไม้ผล,ลำไย
2001-04-30,ข้าวหอมมะลิ,ประเทศ,,5.862,5862.0,พืชไร่,ข้าว
2001-04-30,ข้าวเจ้าอื่น,ประเทศ,,4.43,4430.0,พืชไร่,ข้าว
2001-04-30,ข้าวเหนียว,ประเทศ,,5.345,5345.0,พืชไร่,ข้าว
2001-04-30,ข้าวนาปี,ประเทศ,,4.111,4111.0,พืชไร่,ข้าว
2001-04-30,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.84,3840.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2001-04-30,มันสำปะหลัง,ประเทศ,,0.69,690.0,พืชไร่,มันสำปะหลัง
2001-04-30,สับปะรดโรงงาน,ประเทศ,,1.44,1440.0,พืชไร่,สับปะรดโรงงาน
2001-04-30,มะพร้าว,ประเทศ,221.0,1.768,1768.0,พืชยืนต้น,มะพร้าว
2001-04-30,ยางพารา,ประเทศ,,22.01,22010.0,พืชยืนต้น,ยางพารา
2001-04-30,กาแฟ,ประเทศ,,31.47,31470.0,พืชยืนต้น,กาแฟ
2001-04-30,กระเทียม,ประเทศ,,19.21,19210.0,พืชผัก,กระเทียม
2001-04-30,หอมแดง,ประเทศ,,13.89,13890.0,พืชผัก,หอมแดง
2001-04-30,สุกร,ประเทศ,,35.23,35230.0,ปศุสัตว์,สุกร
2001-04-30,ไก่เนื้อ,ประเทศ,,27.52,27520.0,ปศุสัตว์,ไก่เนื้อ
2001-04-30,ไข่ไก่,ประเทศ,149.0,1.192,1192.0,ปศุสัตว์,ไข่ไก่
2001-04-30,ข้าวนาปรัง,ประเทศ,,3.941,3941.0,พืชไร่,ข้าว
2001-04-30,ทุเรียน,ประเทศ,,24.96,24960.0,ไม้ผล,ทุเรียน
2001-04-30,เงาะ,ประเทศ,,19.04,19040.0,ไม้ผล,เงาะ
2001-04-30,ลองกอง,ประเทศ,,62.75,62750.0,ไม้ผล,ลองกอง
2001-04-30,ปาล์มน้ำมัน,ประเทศ,,0.9,900.0,พืชยืนต้น,ปาล์มน้ำมัน
2001-04-30,มังคุด,ประเทศ,,24.79,24790.0,ไม้ผล,มังคุด
2001-04-30,ลำไย,ประเทศ,,28.0,28000.0,ไม้ผล,ลำไย
2001-05-31,ข้าวหอมมะลิ,ประเทศ,,5.784,5784.0,พืชไร่,ข้าว
2001-05-31,ข้าวเจ้าอื่น,ประเทศ,,4.414,4414.0,พืชไร่,ข้าว
2001-05-31,ข้าวเหนียว,ประเทศ,,5.363,5363.0,พืชไร่,ข้าว
2001-05-31,ข้าวนาปี,ประเทศ,,4.108,4108.0,พืชไร่,ข้าว
2001-05-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.91,3910.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2001-05-31,มันสำปะหลัง,ประเทศ,,0.83,830.0,พืชไร่,มันสำปะหลัง
2001-05-31,สับปะรดโรงงาน,ประเทศ,,1.53,1530.0,พืชไร่,สับปะรดโรงงาน
2001-05-31,มะพร้าว,ประเทศ,237.0,1.896,1896.0,พืชยืนต้น,มะพร้าว
2001-05-31,ยางพารา,ประเทศ,,23.82,23820.0,พืชยืนต้น,ยางพารา
2001-05-31,กระเทียม,ประเทศ,,15.15,15150.0,พืชผัก,กระเทียม
2001-05-31,หอมแดง,ประเทศ,,13.16,13160.0,พืชผัก,หอมแดง
2001-05-31,สุกร,ประเทศ,,39.51,39510.0,ปศุสัตว์,สุกร
2001-05-31,ไก่เนื้อ,ประเทศ,,31.36,31360.0,ปศุสัตว์,ไก่เนื้อ
2001-05-31,ไข่ไก่,ประเทศ,158.0,1.264,1264.0,ปศุสัตว์,ไข่ไก่
2001-05-31,ข้าวนาปรัง,ประเทศ,,3.942,3942.0,พืชไร่,ข้าว
2001-05-31,ทุเรียน,ประเทศ,,14.17,14170.0,ไม้ผล,ทุเรียน
2001-05-31,เงาะ,ประเทศ,,8.7,8700.0,ไม้ผล,เงาะ
2001-05-31,ลองกอง,ประเทศ,,41.29,41290.0,ไม้ผล,ลองกอง
2001-05-31,ปาล์มน้ำมัน,ประเทศ,,0.93,930.0,พืชยืนต้น,ปาล์มน้ำมัน
2001-05-31,มังคุด,ประเทศ,,15.93,15930.0,ไม้ผล,มังคุด
2001-06-30,ข้าวหอมมะลิ,ประเทศ,,5.573,5573.0,พืชไร่,ข้าว
2001-06-30,ข้าวเจ้าอื่น,ประเทศ,,4.64,4640.0,พืชไร่,ข้าว
2001-06-30,ข้าวเหนียว,ประเทศ,,5.414,5414.0,พืชไร่,ข้าว
2001-06-30,ข้าวนาปี,ประเทศ,,4.174,4174.0,พืชไร่,ข้าว
2001-06-30,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.03,4030.0000000000005,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2001-06-30,มันสำปะหลัง,ประเทศ,,0.99,990.0,พืชไร่,มันสำปะหลัง
2001-06-30,สับปะรดโรงงาน,ประเทศ,,1.96,1960.0,พืชไร่,สับปะรดโรงงาน
2001-06-30,มะพร้าว,ประเทศ,231.0,1.848,1848.0,พืชยืนต้น,มะพร้าว
2001-06-30,ยางพารา,ประเทศ,,24.34,24340.0,พืชยืนต้น,ยางพารา
2001-06-30,กระเทียม,ประเทศ,,18.43,18430.0,พืชผัก,กระเทียม
2001-06-30,หอมแดง,ประเทศ,,15.64,15640.0,พืชผัก,หอมแดง
2001-06-30,สุกร,ประเทศ,,40.77,40770.0,ปศุสัตว์,สุกร
2001-06-30,ไก่เนื้อ,ประเทศ,,31.59,31590.0,ปศุสัตว์,ไก่เนื้อ
2001-06-30,ไข่ไก่,ประเทศ,162.0,1.296,1296.0,ปศุสัตว์,ไข่ไก่
2001-06-30,ข้าวนาปรัง,ประเทศ,,4.096,4096.0,พืชไร่,ข้าว
2001-06-30,ทุเรียน,ประเทศ,,21.48,21480.0,ไม้ผล,ทุเรียน
2001-06-30,เงาะ,ประเทศ,,12.75,12750.0,ไม้ผล,เงาะ
2001-06-30,ลองกอง,ประเทศ,,38.5,38500.0,ไม้ผล,ลองกอง
2001-06-30,ปาล์มน้ำมัน,ประเทศ,,1.11,1110.0,พืชยืนต้น,ปาล์มน้ำมัน
2001-06-30,มังคุด,ประเทศ,,19.73,19730.0,ไม้ผล,มังคุด
2001-06-30,ลำไย,ประเทศ,,34.0,34000.0,ไม้ผล,ลำไย
2001-07-31,ข้าวหอมมะลิ,ประเทศ,,5.559,5559.0,พืชไร่,ข้าว
2001-07-31,ข้าวเจ้าอื่น,ประเทศ,,4.815,4815.0,พืชไร่,ข้าว
2001-07-31,ข้าวเหนียว,ประเทศ,,5.673,5673.0,พืชไร่,ข้าว
2001-07-31,ข้าวนาปี,ประเทศ,,4.237,4237.0,พืชไร่,ข้าว
2001-07-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.89,3890.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2001-07-31,มันสำปะหลัง,ประเทศ,,1.06,1060.0,พืชไร่,มันสำปะหลัง
2001-07-31,สับปะรดโรงงาน,ประเทศ,,2.75,2750.0,พืชไร่,สับปะรดโรงงาน
2001-07-31,มะพร้าว,ประเทศ,216.0,1.728,1728.0,พืชยืนต้น,มะพร้าว
2001-07-31,ยางพารา,ประเทศ,,22.6,22600.0,พืชยืนต้น,ยางพารา
2001-07-31,กระเทียม,ประเทศ,,19.53,19530.0,พืชผัก,กระเทียม
2001-07-31,หอมแดง,ประเทศ,,16.81,16810.0,พืชผัก,หอมแดง
2001-07-31,สุกร,ประเทศ,,39.65,39650.0,ปศุสัตว์,สุกร
2001-07-31,ไก่เนื้อ,ประเทศ,,32.2,32200.000000000004,ปศุสัตว์,ไก่เนื้อ
2001-07-31,ไข่ไก่,ประเทศ,167.0,1.336,1336.0,ปศุสัตว์,ไข่ไก่
2001-07-31,ข้าวนาปรัง,ประเทศ,,4.28,4280.0,พืชไร่,ข้าว
2001-07-31,ทุเรียน,ประเทศ,,24.04,24040.0,ไม้ผล,ทุเรียน
2001-07-31,เงาะ,ประเทศ,,13.44,13440.0,ไม้ผล,เงาะ
2001-07-31,ลองกอง,ประเทศ,,45.02,45020.0,ไม้ผล,ลองกอง
2001-07-31,ปาล์มน้ำมัน,ประเทศ,,1.33,1330.0,พืชยืนต้น,ปาล์มน้ำมัน
2001-07-31,มังคุด,ประเทศ,,14.61,14610.0,ไม้ผล,มังคุด
2001-07-31,ลำไย,ประเทศ,,27.28,27280.0,ไม้ผล,ลำไย
2001-08-31,ข้าวหอมมะลิ,ประเทศ,,5.174,5174.0,พืชไร่,ข้าว
2001-08-31,ข้าวเจ้าอื่น,ประเทศ,,4.801,4801.0,พืชไร่,ข้าว
2001-08-31,ข้าวเหนียว,ประเทศ,,5.479,5479.0,พืชไร่,ข้าว
2001-08-31,ข้าวนาปี,ประเทศ,,4.176,4176.0,พืชไร่,ข้าว
2001-08-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.98,3980.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2001-08-31,มันสำปะหลัง,ประเทศ,,1.03,1030.0,พืชไร่,มันสำปะหลัง
2001-08-31,สับปะรดโรงงาน,ประเทศ,,3.0,3000.0,พืชไร่,สับปะรดโรงงาน
2001-08-31,มะพร้าว,ประเทศ,205.0,1.64,1640.0,พืชยืนต้น,มะพร้าว
2001-08-31,ยางพารา,ประเทศ,,21.3,21300.0,พืชยืนต้น,ยางพารา
2001-08-31,กระเทียม,ประเทศ,,22.12,22120.0,พืชผัก,กระเทียม
2001-08-31,หอมแดง,ประเทศ,,17.65,17650.0,พืชผัก,หอมแดง
2001-08-31,สุกร,ประเทศ,,38.79,38790.0,ปศุสัตว์,สุกร
2001-08-31,ไก่เนื้อ,ประเทศ,,31.26,31260.0,ปศุสัตว์,ไก่เนื้อ
2001-08-31,ไข่ไก่,ประเทศ,178.0,1.424,1424.0,ปศุสัตว์,ไข่ไก่
2001-08-31,ข้าวนาปรัง,ประเทศ,,4.188,4188.0,พืชไร่,ข้าว
2001-08-31,ทุเรียน,ประเทศ,,10.41,10410.0,ไม้ผล,ทุเรียน
2001-08-31,เงาะ,ประเทศ,,7.21,7210.0,ไม้ผล,เงาะ
2001-08-31,ลองกอง,ประเทศ,,39.67,39670.0,ไม้ผล,ลองกอง
2001-08-31,ปาล์มน้ำมัน,ประเทศ,,1.8,1800.0,พืชยืนต้น,ปาล์มน้ำมัน
2001-08-31,มังคุด,ประเทศ,,11.18,11180.0,ไม้ผล,มังคุด
2001-08-31,ลำไย,ประเทศ,,28.09,28090.0,ไม้ผล,ลำไย
2001-09-30,ข้าวหอมมะลิ,ประเทศ,,4.766,4766.0,พืชไร่,ข้าว
2001-09-30,ข้าวเจ้าอื่น,ประเทศ,,4.67,4670.0,พืชไร่,ข้าว
2001-09-30,ข้าวเหนียว,ประเทศ,,5.207,5207.0,พืชไร่,ข้าว
2001-09-30,ข้าวนาปี,ประเทศ,,4.141,4141.0,พืชไร่,ข้าว
2001-09-30,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.85,3850.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2001-09-30,มันสำปะหลัง,ประเทศ,,0.93,930.0,พืชไร่,มันสำปะหลัง
2001-09-30,สับปะรดโรงงาน,ประเทศ,,3.04,3040.0,พืชไร่,สับปะรดโรงงาน
2001-09-30,มะพร้าว,ประเทศ,210.0,1.68,1680.0,พืชยืนต้น,มะพร้าว
2001-09-30,ยางพารา,ประเทศ,,19.46,19460.0,พืชยืนต้น,ยางพารา
2001-09-30,กระเทียม,ประเทศ,,22.65,22650.0,พืชผัก,กระเทียม
2001-09-30,หอมแดง,ประเทศ,,20.18,20180.0,พืชผัก,หอมแดง
2001-09-30,สุกร,ประเทศ,,38.29,38290.0,ปศุสัตว์,สุกร
2001-09-30,ไก่เนื้อ,ประเทศ,,30.22,30220.0,ปศุสัตว์,ไก่เนื้อ
2001-09-30,ไข่ไก่,ประเทศ,183.0,1.464,1464.0,ปศุสัตว์,ไข่ไก่
2001-09-30,ข้าวนาปรัง,ประเทศ,,4.313,4313.0,พืชไร่,ข้าว
2001-09-30,ทุเรียน,ประเทศ,,13.73,13730.0,ไม้ผล,ทุเรียน
2001-09-30,เงาะ,ประเทศ,,8.0,8000.0,ไม้ผล,เงาะ
2001-09-30,ลองกอง,ประเทศ,,48.64,48640.0,ไม้ผล,ลองกอง
2001-09-30,ปาล์มน้ำมัน,ประเทศ,,1.43,1430.0,พืชยืนต้น,ปาล์มน้ำมัน
2001-09-30,มังคุด,ประเทศ,,15.06,15060.0,ไม้ผล,มังคุด
2001-09-30,ลำไย,ประเทศ,,25.75,25750.0,ไม้ผล,ลำไย
2001-10-31,ข้าวหอมมะลิ,ประเทศ,,4.92,4920.0,พืชไร่,ข้าว
2001-10-31,ข้าวเจ้าอื่น,ประเทศ,,4.87,4870.0,พืชไร่,ข้าว
2001-10-31,ข้าวเหนียว,ประเทศ,,5.009,5009.0,พืชไร่,ข้าว
2001-10-31,ข้าวนาปี,ประเทศ,,4.311,4311.0,พืชไร่,ข้าว
2001-10-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.01,4010.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2001-10-31,มันสำปะหลัง,ประเทศ,,0.93,930.0,พืชไร่,มันสำปะหลัง
2001-10-31,สับปะรดโรงงาน,ประเทศ,,2.95,2950.0,พืชไร่,สับปะรดโรงงาน
2001-10-31,มะพร้าว,ประเทศ,300.0,2.4,2400.0,พืชยืนต้น,มะพร้าว
2001-10-31,ยางพารา,ประเทศ,,19.11,19110.0,พืชยืนต้น,ยางพารา
2001-10-31,กระเทียม,ประเทศ,,26.03,26030.0,พืชผัก,กระเทียม
2001-10-31,หอมแดง,ประเทศ,,20.65,20650.0,พืชผัก,หอมแดง
2001-10-31,สุกร,ประเทศ,,36.8,36800.0,ปศุสัตว์,สุกร
2001-10-31,ไก่เนื้อ,ประเทศ,,27.84,27840.0,ปศุสัตว์,ไก่เนื้อ
2001-10-31,ไข่ไก่,ประเทศ,179.0,1.432,1432.0,ปศุสัตว์,ไข่ไก่
2001-10-31,ข้าวนาปรัง,ประเทศ,,3.627,3627.0,พืชไร่,ข้าว
2001-10-31,ทุเรียน,ประเทศ,,18.5,18500.0,ไม้ผล,ทุเรียน
2001-10-31,เงาะ,ประเทศ,,12.0,12000.0,ไม้ผล,เงาะ
2001-10-31,ลองกอง,ประเทศ,,42.16,42160.0,ไม้ผล,ลองกอง
2001-10-31,ปาล์มน้ำมัน,ประเทศ,,1.05,1050.0,พืชยืนต้น,ปาล์มน้ำมัน
2001-10-31,มังคุด,ประเทศ,,30.0,30000.0,ไม้ผล,มังคุด
2001-10-31,ลำไย,ประเทศ,,24.4,24400.0,ไม้ผล,ลำไย
2001-11-30,ข้าวหอมมะลิ,ประเทศ,,4.783,4783.0,พืชไร่,ข้าว
2001-11-30,ข้าวเจ้าอื่น,ประเทศ,,4.598,4598.0,พืชไร่,ข้าว
2001-11-30,ข้าวเหนียว,ประเทศ,,4.459,4459.0,พืชไร่,ข้าว
2001-11-30,ข้าวนาปี,ประเทศ,,4.209,4209.0,พืชไร่,ข้าว
2001-11-30,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.02,4019.9999999999995,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2001-11-30,มันสำปะหลัง,ประเทศ,,0.99,990.0,พืชไร่,มันสำปะหลัง
2001-11-30,สับปะรดโรงงาน,ประเทศ,,2.97,2970.0,พืชไร่,สับปะรดโรงงาน
2001-11-30,มะพร้าว,ประเทศ,391.0,3.128,3128.0,พืชยืนต้น,มะพร้าว
2001-11-30,ยางพารา,ประเทศ,,18.53,18530.0,พืชยืนต้น,ยางพารา
2001-11-30,กระเทียม,ประเทศ,,30.61,30610.0,พืชผัก,กระเทียม
2001-11-30,หอมแดง,ประเทศ,,26.65,26650.0,พืชผัก,หอมแดง
2001-11-30,สุกร,ประเทศ,,36.37,36370.0,ปศุสัตว์,สุกร
2001-11-30,ไก่เนื้อ,ประเทศ,,28.35,28350.0,ปศุสัตว์,ไก่เนื้อ
2001-11-30,ไข่ไก่,ประเทศ,177.0,1.416,1416.0,ปศุสัตว์,ไข่ไก่
2001-11-30,ทุเรียน,ประเทศ,,20.0,20000.0,ไม้ผล,ทุเรียน
2001-11-30,ลองกอง,ประเทศ,,43.0,43000.0,ไม้ผล,ลองกอง
2001-11-30,ปาล์มน้ำมัน,ประเทศ,,1.53,1530.0,พืชยืนต้น,ปาล์มน้ำมัน
2001-11-30,ลำไย,ประเทศ,,15.31,15310.0,ไม้ผล,ลำไย
2001-12-31,ข้าวหอมมะลิ,ประเทศ,,4.861,4861.0,พืชไร่,ข้าว
2001-12-31,ข้าวเจ้าอื่น,ประเทศ,,4.448,4448.0,พืชไร่,ข้าว
2001-12-31,ข้าวเหนียว,ประเทศ,,4.749,4749.0,พืชไร่,ข้าว
2001-12-31,ข้าวนาปี,ประเทศ,,4.099,4099.0,พืชไร่,ข้าว
2001-12-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.9,3900.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2001-12-31,มันสำปะหลัง,ประเทศ,,0.99,990.0,พืชไร่,มันสำปะหลัง
2001-12-31,สับปะรดโรงงาน,ประเทศ,,3.09,3090.0,พืชไร่,สับปะรดโรงงาน
2001-12-31,มะพร้าว,ประเทศ,386.0,3.088,3088.0,พืชยืนต้น,มะพร้าว
2001-12-31,ยางพารา,ประเทศ,,15.93,15930.0,พืชยืนต้น,ยางพารา
2001-12-31,กาแฟ,ประเทศ,,22.31,22310.0,พืชยืนต้น,กาแฟ
2001-12-31,กระเทียม,ประเทศ,,31.08,31080.0,พืชผัก,กระเทียม
2001-12-31,หอมแดง,ประเทศ,,33.35,33350.0,พืชผัก,หอมแดง
2001-12-31,หอมหัวใหญ่,ประเทศ,,14.5,14500.0,พืชผัก,หอมหัวใหญ่
2001-12-31,สุกร,ประเทศ,,36.74,36740.0,ปศุสัตว์,สุกร
2001-12-31,ไก่เนื้อ,ประเทศ,,30.12,30120.0,ปศุสัตว์,ไก่เนื้อ
2001-12-31,ไข่ไก่,ประเทศ,180.0,1.44,1440.0,ปศุสัตว์,ไข่ไก่
2001-12-31,ทุเรียน,ประเทศ,,22.75,22750.0,ไม้ผล,ทุเรียน
2001-12-31,ลองกอง,ประเทศ,,43.0,43000.0,ไม้ผล,ลองกอง
2001-12-31,ปาล์มน้ำมัน,ประเทศ,,1.9,1900.0,พืชยืนต้น,ปาล์มน้ำมัน
2001-12-31,ลำไย,ประเทศ,,20.5,20500.0,ไม้ผล,ลำไย
2002-01-31,ข้าวหอมมะลิ,ประเทศ,,4.838,4838.0,พืชไร่,ข้าว
2002-01-31,ข้าวเจ้าอื่น,ประเทศ,,4.579,4579.0,พืชไร่,ข้าว
2002-01-31,ข้าวเหนียว,ประเทศ,,4.69,4690.0,พืชไร่,ข้าว
2002-01-31,ข้าวนาปี,ประเทศ,,4.159,4159.0,พืชไร่,ข้าว
2002-01-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,3.89,3890.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2002-01-31,มันสำปะหลัง,ประเทศ,,1.03,1030.0,พืชไร่,มันสำปะหลัง
2002-01-31,สับปะรดโรงงาน,ประเทศ,,3.61,3610.0,พืชไร่,สับปะรดโรงงาน
2002-01-31,มะพร้าว,ประเทศ,404.0,3.232,3232.0,พืชยืนต้น,มะพร้าว
2002-01-31,ยางพารา,ประเทศ,,20.14,20140.0,พืชยืนต้น,ยางพารา
2002-01-31,กาแฟ,ประเทศ,,25.37,25370.0,พืชยืนต้น,กาแฟ
2002-01-31,กระเทียม,ประเทศ,,32.93,32930.0,พืชผัก,กระเทียม
2002-01-31,หอมแดง,ประเทศ,,18.27,18270.0,พืชผัก,หอมแดง
2002-01-31,หอมหัวใหญ่,ประเทศ,,5.17,5170.0,พืชผัก,หอมหัวใหญ่
2002-01-31,สุกร,ประเทศ,,37.13,37130.0,ปศุสัตว์,สุกร
2002-01-31,ไก่เนื้อ,ประเทศ,,30.2,30200.0,ปศุสัตว์,ไก่เนื้อ
2002-01-31,ไข่ไก่,ประเทศ,178.0,1.424,1424.0,ปศุสัตว์,ไข่ไก่
2002-01-31,ทุเรียน,ประเทศ,,14.31,14310.0,ไม้ผล,ทุเรียน
2002-01-31,ปาล์มน้ำมัน,ประเทศ,,2.06,2060.0,พืชยืนต้น,ปาล์มน้ำมัน
2002-01-31,ลำไย,ประเทศ,,23.5,23500.0,ไม้ผล,ลำไย
2002-02-28,ข้าวหอมมะลิ,ประเทศ,,4.992,4992.0,พืชไร่,ข้าว
2002-02-28,ข้าวเจ้าอื่น,ประเทศ,,4.747,4747.0,พืชไร่,ข้าว
2002-02-28,ข้าวเหนียว,ประเทศ,,4.806,4806.0,พืชไร่,ข้าว
2002-02-28,ข้าวนาปี,ประเทศ,,4.236,4236.0,พืชไร่,ข้าว
2002-02-28,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.02,4019.9999999999995,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2002-02-28,มันสำปะหลัง,ประเทศ,,1.05,1050.0,พืชไร่,มันสำปะหลัง
2002-02-28,สับปะรดโรงงาน,ประเทศ,,3.98,3980.0,พืชไร่,สับปะรดโรงงาน
2002-02-28,มะพร้าว,ประเทศ,434.0,3.472,3472.0,พืชยืนต้น,มะพร้าว
2002-02-28,ยางพารา,ประเทศ,,22.58,22580.0,พืชยืนต้น,ยางพารา
2002-02-28,กาแฟ,ประเทศ,,25.38,25380.0,พืชยืนต้น,กาแฟ
2002-02-28,กระเทียม,ประเทศ,,28.18,28180.0,พืชผัก,กระเทียม
2002-02-28,หอมแดง,ประเทศ,,12.28,12280.0,พืชผัก,หอมแดง
2002-02-28,หอมหัวใหญ่,ประเทศ,,6.0,6000.0,พืชผัก,หอมหัวใหญ่
2002-02-28,สุกร,ประเทศ,,37.23,37230.0,ปศุสัตว์,สุกร
2002-02-28,ไก่เนื้อ,ประเทศ,,30.4,30400.0,ปศุสัตว์,ไก่เนื้อ
2002-02-28,ไข่ไก่,ประเทศ,165.0,1.32,1320.0,ปศุสัตว์,ไข่ไก่
2002-02-28,ข้าวนาปรัง,ประเทศ,,4.601,4601.0,พืชไร่,ข้าว
2002-02-28,ทุเรียน,ประเทศ,,20.32,20320.0,ไม้ผล,ทุเรียน
2002-02-28,เงาะ,ประเทศ,,14.67,14670.0,ไม้ผล,เงาะ
2002-02-28,ปาล์มน้ำมัน,ประเทศ,,1.97,1970.0,พืชยืนต้น,ปาล์มน้ำมัน
2002-02-28,ลำไย,ประเทศ,,20.37,20370.0,ไม้ผล,ลำไย
2002-03-31,ข้าวหอมมะลิ,ประเทศ,,5.098,5098.0,พืชไร่,ข้าว
2002-03-31,ข้าวเจ้าอื่น,ประเทศ,,4.771,4771.0,พืชไร่,ข้าว
2002-03-31,ข้าวเหนียว,ประเทศ,,4.875,4875.0,พืชไร่,ข้าว
2002-03-31,ข้าวนาปี,ประเทศ,,4.243,4243.0,พืชไร่,ข้าว
2002-03-31,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.24,4240.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2002-03-31,มันสำปะหลัง,ประเทศ,,1.11,1110.0,พืชไร่,มันสำปะหลัง
2002-03-31,สับปะรดโรงงาน,ประเทศ,,4.36,4360.0,พืชไร่,สับปะรดโรงงาน
2002-03-31,มะพร้าว,ประเทศ,428.0,3.424,3424.0,พืชยืนต้น,มะพร้าว
2002-03-31,ยางพารา,ประเทศ,,23.6,23600.0,พืชยืนต้น,ยางพารา
2002-03-31,กาแฟ,ประเทศ,,27.44,27440.0,พืชยืนต้น,กาแฟ
2002-03-31,กระเทียม,ประเทศ,,19.16,19160.0,พืชผัก,กระเทียม
2002-03-31,หอมแดง,ประเทศ,,11.67,11670.0,พืชผัก,หอมแดง
2002-03-31,หอมหัวใหญ่,ประเทศ,,4.4,4400.0,พืชผัก,หอมหัวใหญ่
2002-03-31,สุกร,ประเทศ,,37.24,37240.0,ปศุสัตว์,สุกร
2002-03-31,ไก่เนื้อ,ประเทศ,,29.78,29780.0,ปศุสัตว์,ไก่เนื้อ
2002-03-31,ไข่ไก่,ประเทศ,158.0,1.264,1264.0,ปศุสัตว์,ไข่ไก่
2002-03-31,ข้าวนาปรัง,ประเทศ,,4.509,4509.0,พืชไร่,ข้าว
2002-03-31,ทุเรียน,ประเทศ,,40.25,40250.0,ไม้ผล,ทุเรียน
2002-03-31,ปาล์มน้ำมัน,ประเทศ,,1.86,1860.0,พืชยืนต้น,ปาล์มน้ำมัน
2002-03-31,ลำไย,ประเทศ,,20.5,20500.0,ไม้ผล,ลำไย
2002-04-30,ข้าวหอมมะลิ,ประเทศ,,5.089,5089.0,พืชไร่,ข้าว
2002-04-30,ข้าวเจ้าอื่น,ประเทศ,,4.861,4861.0,พืชไร่,ข้าว
2002-04-30,ข้าวเหนียว,ประเทศ,,5.023,5023.0,พืชไร่,ข้าว
2002-04-30,ข้าวนาปี,ประเทศ,,4.318,4318.0,พืชไร่,ข้าว
2002-04-30,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,4.24,4240.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2002-04-30,มันสำปะหลัง,ประเทศ,,1.16,1160.0,พืชไร่,มันสำปะหลัง
2002-04-30,สับปะรดโรงงาน,ประเทศ,,4.61,4610.0,พืชไร่,สับปะรดโรงงาน
2002-04-30,มะพร้าว,ประเทศ,453.0,3.624,3624.0,พืชยืนต้น,มะพร้าว
2002-04-30,ยางพารา,ประเทศ,,23.32,23320.0,พืชยืนต้น,ยางพารา
2002-04-30,กระเทียม,ประเทศ,,20.17,20170.0,พืชผัก,กระเทียม
2002-04-30,หอมแดง,ประเทศ,,12.57,12570.0,พืชผัก,หอมแดง
