date,commod_sub,place,priceF_w_baht_100p,priceF_w_baht_kg,priceF_w_baht_ton,commod_gr,commod
2018-04-27,ข้าวเจ้าอื่น,ประเทศ,,7.93649,7936.49,พืชไร่,ข้าว
2018-04-27,ข้าวเหนียว,ประเทศ,,9.11618,9116.18,พืชไร่,ข้าว
2018-04-27,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,8.42,8420.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-04-27,มันสำปะหลัง,ประเทศ,,2.52,2520.0,พืชไร่,มันสำปะหลัง
2018-04-27,สับปะรดโรงงาน,ประเทศ,,2.63,2630.0,พืชไร่,สับปะรดโรงงาน
2018-04-27,ปาล์มน้ำมัน,ประเทศ,,2.86,2860.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-04-27,มะพร้าว,ประเทศ,1077.09,8.616719999999999,8616.72,พืชยืนต้น,มะพร้าว
2018-04-27,ยางพารา,ประเทศ,,43.92,43920.0,พืชยืนต้น,ยางพารา
2018-04-27,ลำไย,ประเทศ,,24.95,24950.0,ไม้ผล,ลำไย
2018-04-27,สุกร,ประเทศ,,57.02,57020.0,ปศุสัตว์,สุกร
2018-04-27,ไก่เนื้อ,ประเทศ,,40.15,40150.0,ปศุสัตว์,ไก่เนื้อ
2018-04-27,ไข่ไก่,ประเทศ,276.04,2.20832,2208.32,ปศุสัตว์,ไข่ไก่
2018-04-27,กุ้ง,ประเทศ,,137.27,137270.0,ประมง,กุ้ง
2018-04-27,ทุเรียน,ประเทศ,,60.37,60370.0,ไม้ผล,ทุเรียน
2018-04-27,มังคุด,ประเทศ,,124.56,124560.0,ไม้ผล,มังคุด
2018-04-27,เงาะ,ประเทศ,,38.64,38640.0,ไม้ผล,เงาะ
2018-06-01,ข้าวหอมมะลิ,ประเทศ,,15.73626,15736.26,พืชไร่,ข้าว
2018-06-01,ข้าวปทุมธานี,ประเทศ,,12.75488,12754.88,พืชไร่,ข้าว
2018-06-01,ข้าวเจ้าอื่น,ประเทศ,,8.176,8176.0,พืชไร่,ข้าว
2018-06-01,ข้าวเหนียว,ประเทศ,,9.70782,9707.82,พืชไร่,ข้าว
2018-06-01,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,8.43,8430.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-06-01,มันสำปะหลัง,ประเทศ,,2.53,2530.0,พืชไร่,มันสำปะหลัง
2018-06-01,สับปะรดโรงงาน,ประเทศ,,2.04,2040.0,พืชไร่,สับปะรดโรงงาน
2018-06-01,ปาล์มน้ำมัน,ประเทศ,,3.9,3900.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-06-01,มะพร้าว,ประเทศ,786.53,6.29224,6292.24,พืชยืนต้น,มะพร้าว
2018-06-01,ยางพารา,ประเทศ,,46.68,46680.0,พืชยืนต้น,ยางพารา
2018-06-01,ลำไย,ประเทศ,,27.14,27140.0,ไม้ผล,ลำไย
2018-06-01,สุกร,ประเทศ,,56.54,56540.0,ปศุสัตว์,สุกร
2018-06-01,ไก่เนื้อ,ประเทศ,,37.99,37990.0,ปศุสัตว์,ไก่เนื้อ
2018-06-01,ไข่ไก่,ประเทศ,276.72,2.21376,2213.76,ปศุสัตว์,ไข่ไก่
2018-06-01,กุ้ง,ประเทศ,,129.45,129449.99999999999,ประมง,กุ้ง
2018-06-01,กระเทียม,ประเทศ,,31.79,31790.0,พืชผัก,กระเทียม
2018-06-01,ทุเรียน,ประเทศ,,83.33,83330.0,ไม้ผล,ทุเรียน
2018-06-01,มังคุด,ประเทศ,,39.14,39140.0,ไม้ผล,มังคุด
2018-06-01,เงาะ,ประเทศ,,16.95,16950.0,ไม้ผล,เงาะ
2018-06-01,ลองกอง,ประเทศ,,35.0,35000.0,ไม้ผล,ลองกอง
2018-06-08,ข้าวหอมมะลิ,ประเทศ,,15.843950000000001,15843.95,พืชไร่,ข้าว
2018-06-08,ข้าวปทุมธานี,ประเทศ,,12.25478,12254.78,พืชไร่,ข้าว
2018-06-08,ข้าวเจ้าอื่น,ประเทศ,,8.03531,8035.31,พืชไร่,ข้าว
2018-06-08,ข้าวเหนียว,ประเทศ,,9.739,9739.0,พืชไร่,ข้าว
2018-06-08,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,8.93,8930.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-06-08,มันสำปะหลัง,ประเทศ,,2.53,2530.0,พืชไร่,มันสำปะหลัง
2018-06-08,สับปะรดโรงงาน,ประเทศ,,1.78,1780.0,พืชไร่,สับปะรดโรงงาน
2018-06-08,ปาล์มน้ำมัน,ประเทศ,,4.02,4019.9999999999995,พืชยืนต้น,ปาล์มน้ำมัน
2018-06-08,มะพร้าว,ประเทศ,741.88,5.93504,5935.04,พืชยืนต้น,มะพร้าว
2018-06-08,ยางพารา,ประเทศ,,43.99,43990.0,พืชยืนต้น,ยางพารา
2018-06-08,ลำไย,ประเทศ,,27.74,27740.0,ไม้ผล,ลำไย
2018-06-08,สุกร,ประเทศ,,56.96,56960.0,ปศุสัตว์,สุกร
2018-06-08,ไก่เนื้อ,ประเทศ,,37.73,37730.0,ปศุสัตว์,ไก่เนื้อ
2018-06-08,ไข่ไก่,ประเทศ,277.8,2.2224,2222.4,ปศุสัตว์,ไข่ไก่
2018-06-08,กุ้ง,ประเทศ,,137.63,137630.0,ประมง,กุ้ง
2018-06-08,กระเทียม,ประเทศ,,32.63,32630.000000000004,พืชผัก,กระเทียม
2018-06-08,ทุเรียน,ประเทศ,,83.06,83060.0,ไม้ผล,ทุเรียน
2018-06-08,มังคุด,ประเทศ,,38.28,38280.0,ไม้ผล,มังคุด
2018-06-08,เงาะ,ประเทศ,,15.4,15400.0,ไม้ผล,เงาะ
2018-06-08,ลองกอง,ประเทศ,,40.0,40000.0,ไม้ผล,ลองกอง
2018-06-15,ข้าวหอมมะลิ,ประเทศ,,15.87389,15873.89,พืชไร่,ข้าว
2018-06-15,ข้าวปทุมธานี,ประเทศ,,12.13677,12136.77,พืชไร่,ข้าว
2018-06-15,ข้าวเจ้าอื่น,ประเทศ,,7.9814099999999994,7981.41,พืชไร่,ข้าว
2018-06-15,ข้าวเหนียว,ประเทศ,,9.694469999999999,9694.47,พืชไร่,ข้าว
2018-06-15,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,8.68,8680.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-06-15,มันสำปะหลัง,ประเทศ,,2.47,2470.0,พืชไร่,มันสำปะหลัง
2018-06-15,สับปะรดโรงงาน,ประเทศ,,1.69,1690.0,พืชไร่,สับปะรดโรงงาน
2018-06-15,ปาล์มน้ำมัน,ประเทศ,,4.13,4130.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-06-15,มะพร้าว,ประเทศ,722.66,5.78128,5781.28,พืชยืนต้น,มะพร้าว
2018-06-15,ยางพารา,ประเทศ,,42.65,42650.0,พืชยืนต้น,ยางพารา
2018-06-15,ลำไย,ประเทศ,,27.97,27970.0,ไม้ผล,ลำไย
2018-06-15,สุกร,ประเทศ,,56.62,56620.0,ปศุสัตว์,สุกร
2018-06-15,ไก่เนื้อ,ประเทศ,,37.72,37720.0,ปศุสัตว์,ไก่เนื้อ
2018-06-15,ไข่ไก่,ประเทศ,278.39,2.2271199999999998,2227.12,ปศุสัตว์,ไข่ไก่
2018-06-15,กุ้ง,ประเทศ,,141.96,141960.0,ประมง,กุ้ง
2018-06-15,กระเทียม,ประเทศ,,33.65,33650.0,พืชผัก,กระเทียม
2018-06-15,ทุเรียน,ประเทศ,,73.8,73800.0,ไม้ผล,ทุเรียน
2018-06-15,มังคุด,ประเทศ,,49.16,49160.0,ไม้ผล,มังคุด
2018-06-15,เงาะ,ประเทศ,,16.32,16320.0,ไม้ผล,เงาะ
2018-06-22,ข้าวหอมมะลิ,ประเทศ,,15.92826,15928.26,พืชไร่,ข้าว
2018-06-22,ข้าวปทุมธานี,ประเทศ,,11.81372,11813.72,พืชไร่,ข้าว
2018-06-22,ข้าวเจ้าอื่น,ประเทศ,,7.8982399999999995,7898.24,พืชไร่,ข้าว
2018-06-22,ข้าวเหนียว,ประเทศ,,9.43159,9431.59,พืชไร่,ข้าว
2018-06-22,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,8.69,8690.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-06-22,มันสำปะหลัง,ประเทศ,,2.44,2440.0,พืชไร่,มันสำปะหลัง
2018-06-22,สับปะรดโรงงาน,ประเทศ,,1.6,1600.0,พืชไร่,สับปะรดโรงงาน
2018-06-22,ปาล์มน้ำมัน,ประเทศ,,4.04,4040.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-06-22,มะพร้าว,ประเทศ,726.99,5.81592,5815.92,พืชยืนต้น,มะพร้าว
2018-06-22,ยางพารา,ประเทศ,,41.99,41990.0,พืชยืนต้น,ยางพารา
2018-06-22,ลำไย,ประเทศ,,27.21,27210.0,ไม้ผล,ลำไย
2018-06-22,สุกร,ประเทศ,,56.96,56960.0,ปศุสัตว์,สุกร
2018-06-22,ไก่เนื้อ,ประเทศ,,37.47,37470.0,ปศุสัตว์,ไก่เนื้อ
2018-06-22,ไข่ไก่,ประเทศ,279.76,2.23808,2238.08,ปศุสัตว์,ไข่ไก่
2018-06-22,กุ้ง,ประเทศ,,144.83,144830.0,ประมง,กุ้ง
2018-06-22,กระเทียม,ประเทศ,,34.77,34770.0,พืชผัก,กระเทียม
2018-06-22,ทุเรียน,ประเทศ,,71.41,71410.0,ไม้ผล,ทุเรียน
2018-06-22,มังคุด,ประเทศ,,47.98,47980.0,ไม้ผล,มังคุด
2018-06-22,เงาะ,ประเทศ,,17.3,17300.0,ไม้ผล,เงาะ
2018-06-29,ข้าวหอมมะลิ,ประเทศ,,16.05258,16052.58,พืชไร่,ข้าว
2018-06-29,ข้าวปทุมธานี,ประเทศ,,11.13664,11136.64,พืชไร่,ข้าว
2018-06-29,ข้าวเจ้าอื่น,ประเทศ,,7.80244,7802.44,พืชไร่,ข้าว
2018-06-29,ข้าวเหนียว,ประเทศ,,9.682879999999999,9682.88,พืชไร่,ข้าว
2018-06-29,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,8.44,8440.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-06-29,มันสำปะหลัง,ประเทศ,,2.39,2390.0,พืชไร่,มันสำปะหลัง
2018-06-29,สับปะรดโรงงาน,ประเทศ,,1.64,1640.0,พืชไร่,สับปะรดโรงงาน
2018-06-29,ปาล์มน้ำมัน,ประเทศ,,3.9,3900.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-06-29,มะพร้าว,ประเทศ,725.2,5.8016000000000005,5801.6,พืชยืนต้น,มะพร้าว
2018-06-29,ยางพารา,ประเทศ,,42.1,42100.0,พืชยืนต้น,ยางพารา
2018-06-29,ลำไย,ประเทศ,,27.21,27210.0,ไม้ผล,ลำไย
2018-06-29,สุกร,ประเทศ,,57.23,57230.0,ปศุสัตว์,สุกร
2018-06-29,ไก่เนื้อ,ประเทศ,,36.22,36220.0,ปศุสัตว์,ไก่เนื้อ
2018-06-29,ไข่ไก่,ประเทศ,278.37,2.22696,2226.96,ปศุสัตว์,ไข่ไก่
2018-06-29,กุ้ง,ประเทศ,,148.31,148310.0,ประมง,กุ้ง
2018-06-29,กระเทียม,ประเทศ,,34.77,34770.0,พืชผัก,กระเทียม
2018-06-29,ทุเรียน,ประเทศ,,80.54,80540.0,ไม้ผล,ทุเรียน
2018-06-29,มังคุด,ประเทศ,,78.21,78210.0,ไม้ผล,มังคุด
2018-06-29,เงาะ,ประเทศ,,21.09,21090.0,ไม้ผล,เงาะ
2018-06-29,ลองกอง,ประเทศ,,33.0,33000.0,ไม้ผล,ลองกอง
2018-07-06,ข้าวหอมมะลิ,ประเทศ,,16.026,16026.0,พืชไร่,ข้าว
2018-07-06,ข้าวปทุมธานี,ประเทศ,,10.57132,10571.32,พืชไร่,ข้าว
2018-07-06,ข้าวเจ้าอื่น,ประเทศ,,7.723949999999999,7723.95,พืชไร่,ข้าว
2018-07-06,ข้าวเหนียว,ประเทศ,,9.61947,9619.47,พืชไร่,ข้าว
2018-07-06,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,8.26,8260.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-07-06,มันสำปะหลัง,ประเทศ,,2.37,2370.0,พืชไร่,มันสำปะหลัง
2018-07-06,สับปะรดโรงงาน,ประเทศ,,1.82,1820.0,พืชไร่,สับปะรดโรงงาน
2018-07-06,ปาล์มน้ำมัน,ประเทศ,,3.67,3670.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-07-06,มะพร้าว,ประเทศ,695.98,5.56784,5567.84,พืชยืนต้น,มะพร้าว
2018-07-06,ยางพารา,ประเทศ,,41.61,41610.0,พืชยืนต้น,ยางพารา
2018-07-06,ลำไย,ประเทศ,,26.99,26990.0,ไม้ผล,ลำไย
2018-07-06,สุกร,ประเทศ,,57.54,57540.0,ปศุสัตว์,สุกร
2018-07-06,ไก่เนื้อ,ประเทศ,,36.16,36160.0,ปศุสัตว์,ไก่เนื้อ
2018-07-06,ไข่ไก่,ประเทศ,278.65,2.2291999999999996,2229.2,ปศุสัตว์,ไข่ไก่
2018-07-06,กุ้ง,ประเทศ,,156.19,156190.0,ประมง,กุ้ง
2018-07-06,กระเทียม,ประเทศ,,35.51,35510.0,พืชผัก,กระเทียม
2018-07-06,ทุเรียน,ประเทศ,,89.84,89840.0,ไม้ผล,ทุเรียน
2018-07-06,มังคุด,ประเทศ,,56.81,56810.0,ไม้ผล,มังคุด
2018-07-06,เงาะ,ประเทศ,,27.87,27870.0,ไม้ผล,เงาะ
2018-07-06,ลองกอง,ประเทศ,,30.0,30000.0,ไม้ผล,ลองกอง
2018-07-13,ข้าวหอมมะลิ,ประเทศ,,15.98705,15987.05,พืชไร่,ข้าว
2018-07-13,ข้าวปทุมธานี,ประเทศ,,9.4901,9490.1,พืชไร่,ข้าว
2018-07-13,ข้าวเจ้าอื่น,ประเทศ,,7.57597,7575.97,พืชไร่,ข้าว
2018-07-13,ข้าวเหนียว,ประเทศ,,9.549940000000001,9549.94,พืชไร่,ข้าว
2018-07-13,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,7.17,7170.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-07-13,มันสำปะหลัง,ประเทศ,,2.35,2350.0,พืชไร่,มันสำปะหลัง
2018-07-13,สับปะรดโรงงาน,ประเทศ,,1.96,1960.0,พืชไร่,สับปะรดโรงงาน
2018-07-13,ปาล์มน้ำมัน,ประเทศ,,3.81,3810.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-07-13,มะพร้าว,ประเทศ,607.75,4.862,4862.0,พืชยืนต้น,มะพร้าว
2018-07-13,ยางพารา,ประเทศ,,41.66,41660.0,พืชยืนต้น,ยางพารา
2018-07-13,ลำไย,ประเทศ,,25.77,25770.0,ไม้ผล,ลำไย
2018-07-13,สุกร,ประเทศ,,57.56,57560.0,ปศุสัตว์,สุกร
2018-07-13,ไก่เนื้อ,ประเทศ,,35.39,35390.0,ปศุสัตว์,ไก่เนื้อ
2018-07-13,ไข่ไก่,ประเทศ,278.6,2.2288,2228.8,ปศุสัตว์,ไข่ไก่
2018-07-13,กุ้ง,ประเทศ,,163.64,163640.0,ประมง,กุ้ง
2018-07-13,กระเทียม,ประเทศ,,36.25,36250.0,พืชผัก,กระเทียม
2018-07-13,ทุเรียน,ประเทศ,,83.33,83330.0,ไม้ผล,ทุเรียน
2018-07-13,มังคุด,ประเทศ,,24.99,24990.0,ไม้ผล,มังคุด
2018-07-13,เงาะ,ประเทศ,,30.21,30210.0,ไม้ผล,เงาะ
2018-07-13,ลองกอง,ประเทศ,,28.0,28000.0,ไม้ผล,ลองกอง
2018-07-20,ข้าวหอมมะลิ,ประเทศ,,15.99805,15998.05,พืชไร่,ข้าว
2018-07-20,ข้าวปทุมธานี,ประเทศ,,9.18335,9183.35,พืชไร่,ข้าว
2018-07-20,ข้าวเจ้าอื่น,ประเทศ,,7.42201,7422.01,พืชไร่,ข้าว
2018-07-20,ข้าวเหนียว,ประเทศ,,9.28173,9281.73,พืชไร่,ข้าว
2018-07-20,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,6.68,6680.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-07-20,มันสำปะหลัง,ประเทศ,,2.34,2340.0,พืชไร่,มันสำปะหลัง
2018-07-20,สับปะรดโรงงาน,ประเทศ,,2.13,2130.0,พืชไร่,สับปะรดโรงงาน
2018-07-20,ปาล์มน้ำมัน,ประเทศ,,3.62,3620.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-07-20,มะพร้าว,ประเทศ,582.43,4.65944,4659.44,พืชยืนต้น,มะพร้าว
2018-07-20,ยางพารา,ประเทศ,,41.18,41180.0,พืชยืนต้น,ยางพารา
2018-07-20,ลำไย,ประเทศ,,25.77,25770.0,ไม้ผล,ลำไย
2018-07-20,สุกร,ประเทศ,,57.72,57720.0,ปศุสัตว์,สุกร
2018-07-20,ไก่เนื้อ,ประเทศ,,36.08,36080.0,ปศุสัตว์,ไก่เนื้อ
2018-07-20,ไข่ไก่,ประเทศ,279.75,2.238,2238.0,ปศุสัตว์,ไข่ไก่
2018-07-20,กุ้ง,ประเทศ,,158.28,158280.0,ประมง,กุ้ง
2018-07-20,กระเทียม,ประเทศ,,36.25,36250.0,พืชผัก,กระเทียม
2018-07-20,ทุเรียน,ประเทศ,,71.17,71170.0,ไม้ผล,ทุเรียน
2018-07-20,มังคุด,ประเทศ,,19.07,19070.0,ไม้ผล,มังคุด
2018-07-20,เงาะ,ประเทศ,,30.76,30760.0,ไม้ผล,เงาะ
2018-07-20,ลองกอง,ประเทศ,,25.0,25000.0,ไม้ผล,ลองกอง
2018-07-27,ข้าวหอมมะลิ,ประเทศ,,15.952,15952.0,พืชไร่,ข้าว
2018-07-27,ข้าวปทุมธานี,ประเทศ,,9.33858,9338.58,พืชไร่,ข้าว
2018-07-27,ข้าวเจ้าอื่น,ประเทศ,,7.44033,7440.33,พืชไร่,ข้าว
2018-07-27,ข้าวเหนียว,ประเทศ,,9.208680000000001,9208.68,พืชไร่,ข้าว
2018-07-27,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,6.59,6590.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-07-27,มันสำปะหลัง,ประเทศ,,2.47,2470.0,พืชไร่,มันสำปะหลัง
2018-07-27,สับปะรดโรงงาน,ประเทศ,,2.44,2440.0,พืชไร่,สับปะรดโรงงาน
2018-07-27,ปาล์มน้ำมัน,ประเทศ,,3.24,3240.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-07-27,มะพร้าว,ประเทศ,581.81,4.6544799999999995,4654.48,พืชยืนต้น,มะพร้าว
2018-07-27,ยางพารา,ประเทศ,,41.33,41330.0,พืชยืนต้น,ยางพารา
2018-07-27,ลำไย,ประเทศ,,25.5,25500.0,ไม้ผล,ลำไย
2018-07-27,สุกร,ประเทศ,,57.34,57340.0,ปศุสัตว์,สุกร
2018-07-27,ไก่เนื้อ,ประเทศ,,36.24,36240.0,ปศุสัตว์,ไก่เนื้อ
2018-07-27,ไข่ไก่,ประเทศ,280.26,2.24208,2242.08,ปศุสัตว์,ไข่ไก่
2018-07-27,กุ้ง,ประเทศ,,154.68,154680.0,ประมง,กุ้ง
2018-07-27,กระเทียม,ประเทศ,,37.37,37370.0,พืชผัก,กระเทียม
2018-07-27,ทุเรียน,ประเทศ,,61.35,61350.0,ไม้ผล,ทุเรียน
2018-07-27,มังคุด,ประเทศ,,20.77,20770.0,ไม้ผล,มังคุด
2018-07-27,เงาะ,ประเทศ,,26.85,26850.0,ไม้ผล,เงาะ
2018-07-27,ลองกอง,ประเทศ,,22.91,22910.0,ไม้ผล,ลองกอง
2018-08-03,ข้าวหอมมะลิ,ประเทศ,,15.99874,15998.74,พืชไร่,ข้าว
2018-08-03,ข้าวปทุมธานี,ประเทศ,,9.30248,9302.48,พืชไร่,ข้าว
2018-08-03,ข้าวเจ้าอื่น,ประเทศ,,7.50741,7507.41,พืชไร่,ข้าว
2018-08-03,ข้าวเหนียว,ประเทศ,,9.197370000000001,9197.37,พืชไร่,ข้าว
2018-08-03,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,7.05,7050.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-08-03,มันสำปะหลัง,ประเทศ,,2.35,2350.0,พืชไร่,มันสำปะหลัง
2018-08-03,สับปะรดโรงงาน,ประเทศ,,2.44,2440.0,พืชไร่,สับปะรดโรงงาน
2018-08-03,ปาล์มน้ำมัน,ประเทศ,,3.14,3140.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-08-03,มะพร้าว,ประเทศ,533.93,4.271439999999999,4271.44,พืชยืนต้น,มะพร้าว
2018-08-03,ยางพารา,ประเทศ,,41.02,41020.0,พืชยืนต้น,ยางพารา
2018-08-03,ลำไย,ประเทศ,,25.7,25700.0,ไม้ผล,ลำไย
2018-08-03,สุกร,ประเทศ,,58.36,58360.0,ปศุสัตว์,สุกร
2018-08-03,ไก่เนื้อ,ประเทศ,,36.83,36830.0,ปศุสัตว์,ไก่เนื้อ
2018-08-03,ไข่ไก่,ประเทศ,279.53,2.2362399999999996,2236.24,ปศุสัตว์,ไข่ไก่
2018-08-03,กุ้ง,ประเทศ,,156.7,156700.0,ประมง,กุ้ง
2018-08-03,กระเทียม,ประเทศ,,38.48,38480.0,พืชผัก,กระเทียม
2018-08-03,ทุเรียน,ประเทศ,,61.54,61540.0,ไม้ผล,ทุเรียน
2018-08-03,มังคุด,ประเทศ,,18.6,18600.0,ไม้ผล,มังคุด
2018-08-03,เงาะ,ประเทศ,,26.83,26830.0,ไม้ผล,เงาะ
2018-08-03,ลองกอง,ประเทศ,,20.4,20400.0,ไม้ผล,ลองกอง
2018-08-10,ข้าวหอมมะลิ,ประเทศ,,15.190809999999999,15190.81,พืชไร่,ข้าว
2018-08-10,ข้าวปทุมธานี,ประเทศ,,9.55405,9554.05,พืชไร่,ข้าว
2018-08-10,ข้าวเจ้าอื่น,ประเทศ,,7.53272,7532.72,พืชไร่,ข้าว
2018-08-10,ข้าวเหนียว,ประเทศ,,8.6125,8612.5,พืชไร่,ข้าว
2018-08-10,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,6.84,6840.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-08-10,มันสำปะหลัง,ประเทศ,,2.34,2340.0,พืชไร่,มันสำปะหลัง
2018-08-10,สับปะรดโรงงาน,ประเทศ,,2.53,2530.0,พืชไร่,สับปะรดโรงงาน
2018-08-10,ปาล์มน้ำมัน,ประเทศ,,3.18,3180.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-08-10,มะพร้าว,ประเทศ,507.8,4.0624,4062.4,พืชยืนต้น,มะพร้าว
2018-08-10,ยางพารา,ประเทศ,,41.09,41090.0,พืชยืนต้น,ยางพารา
2018-08-10,ลำไย,ประเทศ,,23.72,23720.0,ไม้ผล,ลำไย
2018-08-10,สุกร,ประเทศ,,58.59,58590.0,ปศุสัตว์,สุกร
2018-08-10,ไก่เนื้อ,ประเทศ,,36.18,36180.0,ปศุสัตว์,ไก่เนื้อ
2018-08-10,ไข่ไก่,ประเทศ,279.21,2.2336799999999997,2233.68,ปศุสัตว์,ไข่ไก่
2018-08-10,กุ้ง,ประเทศ,,155.16,155160.0,ประมง,กุ้ง
2018-08-10,กระเทียม,ประเทศ,,38.48,38480.0,พืชผัก,กระเทียม
2018-08-10,ทุเรียน,ประเทศ,,59.09,59090.0,ไม้ผล,ทุเรียน
2018-08-10,มังคุด,ประเทศ,,16.35,16350.000000000002,ไม้ผล,มังคุด
2018-08-10,เงาะ,ประเทศ,,12.54,12540.0,ไม้ผล,เงาะ
2018-08-10,ลองกอง,ประเทศ,,19.84,19840.0,ไม้ผล,ลองกอง
2018-08-17,ข้าวหอมมะลิ,ประเทศ,,15.182360000000001,15182.36,พืชไร่,ข้าว
2018-08-17,ข้าวปทุมธานี,ประเทศ,,9.88389,9883.89,พืชไร่,ข้าว
2018-08-17,ข้าวเจ้าอื่น,ประเทศ,,7.47822,7478.22,พืชไร่,ข้าว
2018-08-17,ข้าวเหนียว,ประเทศ,,9.0,9000.0,พืชไร่,ข้าว
2018-08-17,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,6.95,6950.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-08-17,มันสำปะหลัง,ประเทศ,,2.36,2360.0,พืชไร่,มันสำปะหลัง
2018-08-17,สับปะรดโรงงาน,ประเทศ,,2.2,2200.0,พืชไร่,สับปะรดโรงงาน
2018-08-17,ปาล์มน้ำมัน,ประเทศ,,3.22,3220.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-08-17,มะพร้าว,ประเทศ,514.59,4.11672,4116.72,พืชยืนต้น,มะพร้าว
2018-08-17,ยางพารา,ประเทศ,,41.05,41050.0,พืชยืนต้น,ยางพารา
2018-08-17,ลำไย,ประเทศ,,23.72,23720.0,ไม้ผล,ลำไย
2018-08-17,สุกร,ประเทศ,,59.59,59590.0,ปศุสัตว์,สุกร
2018-08-17,ไก่เนื้อ,ประเทศ,,36.04,36040.0,ปศุสัตว์,ไก่เนื้อ
2018-08-17,ไข่ไก่,ประเทศ,281.33,2.2506399999999998,2250.64,ปศุสัตว์,ไข่ไก่
2018-08-17,กุ้ง,ประเทศ,,155.19,155190.0,ประมง,กุ้ง
2018-08-17,กระเทียม,ประเทศ,,39.04,39040.0,พืชผัก,กระเทียม
2018-08-17,ทุเรียน,ประเทศ,,59.34,59340.0,ไม้ผล,ทุเรียน
2018-08-17,มังคุด,ประเทศ,,16.04,16040.0,ไม้ผล,มังคุด
2018-08-17,เงาะ,ประเทศ,,12.47,12470.0,ไม้ผล,เงาะ
2018-08-17,ลองกอง,ประเทศ,,19.67,19670.0,ไม้ผล,ลองกอง
2018-08-24,ข้าวหอมมะลิ,ประเทศ,,15.18985,15189.85,พืชไร่,ข้าว
2018-08-24,ข้าวปทุมธานี,ประเทศ,,9.91112,9911.12,พืชไร่,ข้าว
2018-08-24,ข้าวเจ้าอื่น,ประเทศ,,7.444520000000001,7444.52,พืชไร่,ข้าว
2018-08-24,ข้าวเหนียว,ประเทศ,,9.0,9000.0,พืชไร่,ข้าว
2018-08-24,ข้าวโพดเลี้ยงสัตว์,ประเทศ,,6.56,6560.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2018-08-24,มันสำปะหลัง,ประเทศ,,2.39,2390.0,พืชไร่,มันสำปะหลัง
2018-08-24,สับปะรดโรงงาน,ประเทศ,,2.23,2230.0,พืชไร่,สับปะรดโรงงาน
2018-08-24,ปาล์มน้ำมัน,ประเทศ,,3.24,3240.0,พืชยืนต้น,ปาล์มน้ำมัน
2018-08-24,มะพร้าว,ประเทศ,539.61,4.31688,4316.88,พืชยืนต้น,มะพร้าว
2018-08-24,ยางพารา,ประเทศ,,41.25,41250.0,พืชยืนต้น,ยางพารา
2018-08-24,ลำไย,ประเทศ,,23.96,23960.0,ไม้ผล,ลำไย
2018-08-24,สุกร,ประเทศ,,60.64,60640.0,ปศุสัตว์,สุกร
2018-08-24,ไก่เนื้อ,ประเทศ,,36.29,36290.0,ปศุสัตว์,ไก่เนื้อ
2018-08-24,ไข่ไก่,ประเทศ,281.22,2.24976,2249.76,ปศุสัตว์,ไข่ไก่
2018-08-24,กุ้ง,ประเทศ,,153.41,153410.0,ประมง,กุ้ง
2018-08-24,กระเทียม,ประเทศ,,40.16,40160.0,พืชผัก,กระเทียม
